string
description: px_shifted, calibration parameter: [ 1.31e-02 -2.00e+00  1.38e+03  3.80e+00  2.35e+03  0.00e+00]
fileR_100ms_Fe_S3_x_1_4_binn back: data/NiO_ausfloesung/dark/RZP-structure:___RZP_S3100ms roi list:[0, 1040, 2048, 2048]
nm eV counts/s
2.192805235112707 565.4136127728956 1606436.5
2.1922954696910724 565.5450860677583 1505991.0
2.191785747058297 565.6766094753773 1758607.8
2.1912760672145337 565.8081830229789 1899232.0
2.190766430159783 565.9398067378487 1756219.8
2.1902568358940444 566.0714806472919 1803426.8
2.1897472844173183 566.203204778633 1798574.9
2.189237775729911 566.3349791591369 1499679.5
2.188728309831516 566.4668038162466 1357655.8
2.1882188867222863 566.5986787773057 1393958.8
2.1877095064025287 566.7306040696378 1702129.4
2.1872001688719367 566.8625797207446 1574960.1
2.1866908741308166 566.9946057579888 1703200.6
2.1861816221790153 567.1266822088718 1957296.5
2.185672413016686 567.2588091008353 1612586.4
2.185163246643982 567.3909864613405 1427919.0
2.1846541230607497 567.5232143179478 1256057.9
2.1841450422671427 567.6554926981581 1383402.4
2.183636004263161 567.7878216295314 1387018.8
2.183127009048804 567.9202011396477 1528296.8
2.182618056624379 568.0526312560268 1513770.2
2.1821091469895793 568.1851120063681 1475994.4
2.181600280144711 568.3176434182308 1453631.0
2.1810914560897743 568.4502255192742 1910958.0
2.180582674824616 568.582858337217 1896626.4
2.1800739363495425 568.7155418996781 1924566.9
2.179565240664554 568.8482762343759 1911027.8
2.1790565877694967 568.9810613690893 1688977.5
2.1785479776646777 569.1138973314963 1887423.6
2.1780394103500966 569.2467841493753 1968267.2
2.1775308858256004 569.3797218505648 1744045.6
2.177022404091342 569.5127104628427 1905230.2
2.176513965147475 569.6457500140073 1789258.1
2.1760055689939994 569.7788405319166 1846447.2
2.175497215630915 569.9119820444488 1490641.0
2.1749889050582216 570.0451745795023 1731743.5
2.1744806372760728 570.1784181649549 2346483.0
2.1739724122844684 570.3117128287453 2336761.0
2.1734642300834084 570.4450585988317 2399339.8
2.172956090673046 570.5784555031522 2597885.2
2.1724479940533814 570.7119035697058 2467728.5
2.1719399402244144 570.8454028265111 1978904.4
2.1714319291862982 570.9789533015668 1827976.9
2.170923960939033 571.1125550229317 2092707.4
2.1704160354824653 571.2462080187257 2257145.5
2.169908152817055 571.3799123169272 2092398.1
2.1694003129424955 571.5136679457365 2203224.0
2.16889251585894 571.6474749332533 1977093.1
2.168384761566542 571.7813333075976 2034142.5
2.167877050065148 571.9152430969899 1470098.6
2.167369381354911 572.0492043295908 1779143.0
2.166861755435985 572.1832170335811 1583223.1
2.166354172308216 572.3172812372422 1749191.9
2.1658466319717573 572.451396968796 1546522.5
2.1653391344267625 572.585564256484 1009442.56
2.164831679673078 572.719783128649 1353221.9
2.1643242677108576 572.8540536135737 1450485.5
2.1638168985401007 572.9883757396015 1545803.8
2.1633095721608075 573.1227495350961 1722683.8
2.1628022885731313 573.2571750284013 2018375.0
2.162295047777225 573.3916522478811 2392589.5
2.1617878497727827 573.5261812220424 2736985.5
2.1612806945602636 573.6607619792087 3465794.8
2.1607735821393614 573.7953945479278 3682651.0
2.1602665125103826 573.9300789566054 2829137.2
2.159759485673174 574.0648152337892 2355671.8
2.1592525016278885 574.1996034079671 2201671.0
2.1587455603746797 574.3344435076466 2238418.0
2.158238661913241 574.4693355614787 1957992.6
2.157731806244032 574.6042795979309 1844278.0
2.1572249933668997 574.7392756456547 2127207.2
2.156718223281844 574.8743237332815 2283242.5
2.1562114959890177 575.0094238894222 2127581.5
2.1557048114884214 575.1445761427498 2321080.2
2.155198169780208 575.2797805219166 2921213.0
2.1546915708642245 575.4150370556778 3381661.2
2.154185014740624 575.5503457727275 2949390.0
2.153678501409406 575.6857067018217 3133592.8
2.1531720308707247 575.8211198716958 3242638.0
2.1526656031245794 575.9565853111474 3159850.2
2.1521592181709703 576.0921030489947 3297433.8
2.1516528760098974 576.2276731140768 3499827.2
2.151146576641514 576.3632955352128 3797922.0
2.150640320065973 576.4989703412429 4273817.5
2.150134106282968 576.6346975611507 4135907.0
2.149627935292806 576.770477223777 3630967.5
2.1491218070956397 576.9063093580247 2803332.2
2.1486157216911628 577.0421939929407 2624560.5
2.148109679079835 577.1781311573874 2573521.0
2.1476036792613495 577.3141208804539 2548225.8
2.14709772223586 577.450163191127 3012007.5
2.1465918080035196 577.5862581184142 3326395.2
2.146085936564175 577.722405691427 3162567.5
2.1455801079181325 577.8586059391739 3136139.8
2.145074322065239 577.9948588908084 3298558.0
2.144568579005648 578.1311645754226 4411594.5
2.144062878739359 578.267523022171 6199321.0
2.1435572212665255 578.4039342601878 7180018.0
2.143051606586841 578.5403983187529 7160156.0
2.142546034700765 578.6769152269601 7059934.0
2.142040505608145 578.8134850140902 5223028.0
2.141535019309133 578.9501077093626 3018323.8
2.141029575803577 579.0867833421 1597388.9
2.1405241750917825 579.2235119415233 1387270.5
2.1400188171735968 579.360293536998 1328766.9
2.139513502049173 579.4971281578287 1257535.1
2.1390082297183577 579.6340158334239 1280435.1
2.1385030001816108 579.7709565930473 1071525.2
2.1379978134384725 579.907950466234 1408213.8
2.1374926694894025 580.0449974822902 1449647.0
2.1369875683342476 580.1820976707104 1804063.9
2.136482509973161 580.319251060927 1423894.0
2.1359774944059895 580.4564576824774 1624845.5
2.1354725216330395 580.5937175647954 1735460.2
2.1349675916541577 580.7310307374613 1317947.5
2.1344627044694975 580.8683972299934 1305820.5
2.1339578600790587 581.0058170719738 1967179.0
2.1334530584828415 581.1432902930055 2740253.8
2.132948299680999 581.2808169226715 2725957.8
2.132443583673531 581.4183969906185 3255419.5
2.131938910460438 581.5560305265144 3721049.8
2.1314342800417196 581.693717560049 4021331.5
2.1309296924176824 581.8314581208499 4627976.0
2.130425147588173 581.9692522386921 5619900.5
2.1299206455531916 582.1070999433302 6136015.5
2.1294161863128913 582.2450012644991 6128464.0
2.128911769867272 582.3829562319968 5073035.5
2.1284073962164873 582.5209648756012 4356035.5
2.1279030653603836 582.6590272251962 4831559.5
2.1273987772991143 582.7971433106034 5015664.0
2.1268945320326793 582.935313161708 5529668.0
2.126390329561232 583.0735368083753 4938418.5
2.125886169884772 583.2118142805344 4589403.5
2.1253820530032996 583.3501456081361 3239170.0
2.124877978916815 583.4885308211535 1814977.5
2.124373947625624 583.6269699494969 1164582.1
2.123869959129421 583.7654630232674 1103379.9
2.1233660134283583 583.9040100724613 1304395.9
2.122862110522743 584.0426111270554 1044592.4
2.1223582504122684 584.1812662172161 906460.3
2.121854433097241 584.319975372964 761837.1
2.1213506585775077 584.4587386244679 428101.75
2.1208469268532215 584.5975560018343 705813.2
2.1203432379243825 584.736427535234 491888.3
2.119839591791144 584.8753532548179 487139.94
2.1193359884533525 585.0143331908431 760125.7
2.1188324279113147 585.1533673734622 1018646.3
2.118328910164724 585.2924558330191 834522.56
2.11782543521404 585.4315985996685 560114.0
2.117322003058957 585.5707957037987 409799.53
2.11681861369978 585.710047175651 471373.94
2.116315267136357 585.8493530456158 430588.62
2.115811963368841 585.9887133440211 649139.25
2.115308702397385 586.1281281012174 657721.6
2.1148054842216824 586.2675973477045 726143.5
2.114302308842193 586.4071211137922 1356919.5
2.1137991762586106 586.5466994300252 2195700.0
2.1132960864712413 586.6863323268008 3217332.0
2.1127930394800853 586.8260198346231 5166098.0
2.1122900352849894 586.9657619840616 6313172.0
2.11178707388626 587.1055588055805 7638104.5
2.1112841552837436 587.2454103297939 6039601.0
2.1107812794775938 587.3853165872534 4778537.0
2.1102784464678104 587.5252776085758 3786733.0
2.1097756562545467 587.6652934243574 2724027.2
2.1092729088376494 587.8053640653026 2408512.5
2.108770204217425 587.9454895620103 2407930.2
2.108267542393567 588.0856699452727 1858983.8
2.107764923366535 588.2259052456908 2106473.0
2.107262347136023 588.3661954941024 2516440.2
2.1067598137021837 588.5065407212392 3109047.8
2.1062573230651704 588.6469409578556 3944555.5
2.1057548752249833 588.7873962347716 3966801.5
2.105252470181622 588.9279065828299 3886994.5
2.104750107935087 589.0684720328958 2770189.5
2.1042477884855315 589.2090926158145 2534775.2
2.103745511832955 589.3497683624968 2269922.5
2.103243277977358 589.4904993038763 3030018.5
2.1027410869188934 589.6312854708666 4882164.0
2.1022389386575613 589.7721268944467 6844339.0
2.1017368331933617 589.913023605619 9848697.0
2.1012347705262946 590.053975635408 11406979.0
2.100732750656513 590.1949830148187 13148228.0
2.1002307735840176 590.336045774922 14129730.0
2.099728839308961 590.4771639467681 12576608.0
2.09922694783119 590.6183375615169 9444761.0
2.0987250991508577 590.7595666502647 6318012.0
2.0982232932681177 590.9008512441308 4143647.8
2.0977215301828167 591.042191374344 2801103.0
2.097219809895108 591.1835870720699 2325599.0
2.096718132404838 591.3250383685829 2190791.0
2.0962164977124664 591.4665452950084 2284165.5
2.095714905817687 591.6081078827103 1209561.5
2.0952133567206532 591.7497261629463 1080478.6
2.0947118504213647 591.8914001670407 1090848.6
2.0942103869199746 592.0331299262972 748987.5
2.093708966216483 592.1749154720859 504966.5
2.0932075883110435 592.3167568357574 723817.4
2.092706253203349 592.4586540488148 813703.8
2.0922049608938598 592.600607142568 729659.75
2.091703711382269 592.7426161485675 768105.06
2.091202504668883 592.8846810982127 974864.44
2.0907013407537023 593.0268020230133 377409.7
2.090200219636573 593.1689789545461 397362.25
2.0896991413178023 593.3112119242809 400697.56
2.0891981057972364 593.4535009638406 855499.7
2.088697113075182 593.5958461047419 709456.9
2.0881961631513324 593.7382473786982 589558.06
2.0876952560259943 593.8807048172728 758370.6
2.0871943916990143 594.0232184521827 981391.6
2.086693570170699 594.165788315038 1266440.5
2.086192791440895 594.3084144376024 1022385.0
2.0856920555096026 594.4510968516206 991270.4
2.085191362377128 594.5938355887724 1281534.2
2.0846907120431646 594.7366306809365 1626711.5
