string
description: px_shifted, calibration parameter: [ 1.31e-02 -2.00e+00  1.38e+03  3.80e+00  2.35e+03  0.00e+00]
fileR_100ms_Fe_S3_x_1_10_binn back: data/NiO_ausfloesung/dark/RZP-structure:___RZP_S3100ms roi list:[0, 1040, 2048, 2048]
nm eV counts/s
2.192805235112707 565.4136127728956 1698996.5
2.1922954696910724 565.5450860677583 1701787.0
2.191785747058297 565.6766094753773 1703908.8
2.1912760672145337 565.8081830229789 1968193.2
2.190766430159783 565.9398067378487 1981949.4
2.1902568358940444 566.0714806472919 2510089.2
2.1897472844173183 566.203204778633 2022704.9
2.189237775729911 566.3349791591369 2333478.0
2.188728309831516 566.4668038162466 2674997.5
2.1882188867222863 566.5986787773057 2388509.0
2.1877095064025287 566.7306040696378 1967390.5
2.1872001688719367 566.8625797207446 2066737.6
2.1866908741308166 566.9946057579888 2122373.5
2.1861816221790153 567.1266822088718 2167751.8
2.185672413016686 567.2588091008353 2284515.2
2.185163246643982 567.3909864613405 2008595.2
2.1846541230607497 567.5232143179478 1814529.5
2.1841450422671427 567.6554926981581 2032096.0
2.183636004263161 567.7878216295314 2025448.0
2.183127009048804 567.9202011396477 2082169.4
2.182618056624379 568.0526312560268 2195149.8
2.1821091469895793 568.1851120063681 2685101.0
2.181600280144711 568.3176434182308 2459186.5
2.1810914560897743 568.4502255192742 1750916.2
2.180582674824616 568.582858337217 1825509.0
2.1800739363495425 568.7155418996781 1577647.5
2.179565240664554 568.8482762343759 1965762.5
2.1790565877694967 568.9810613690893 2189990.0
2.1785479776646777 569.1138973314963 2166239.2
2.1780394103500966 569.2467841493753 2389860.2
2.1775308858256004 569.3797218505648 2371474.5
2.177022404091342 569.5127104628427 2274072.5
2.176513965147475 569.6457500140073 1986617.5
2.1760055689939994 569.7788405319166 1719306.9
2.175497215630915 569.9119820444488 1915347.0
2.1749889050582216 570.0451745795023 2318007.2
2.1744806372760728 570.1784181649549 2203697.0
2.1739724122844684 570.3117128287453 2384595.8
2.1734642300834084 570.4450585988317 2645527.5
2.172956090673046 570.5784555031522 2687896.2
2.1724479940533814 570.7119035697058 2863214.8
2.1719399402244144 570.8454028265111 2858849.0
2.1714319291862982 570.9789533015668 3152753.0
2.170923960939033 571.1125550229317 3190457.8
2.1704160354824653 571.2462080187257 3107072.8
2.169908152817055 571.3799123169272 3280814.5
2.1694003129424955 571.5136679457365 2969271.0
2.16889251585894 571.6474749332533 2349479.2
2.168384761566542 571.7813333075976 1991675.8
2.167877050065148 571.9152430969899 1999226.9
2.167369381354911 572.0492043295908 2068844.5
2.166861755435985 572.1832170335811 1784676.4
2.166354172308216 572.3172812372422 1656687.6
2.1658466319717573 572.451396968796 1805727.2
2.1653391344267625 572.585564256484 1460746.8
2.164831679673078 572.719783128649 1884303.1
2.1643242677108576 572.8540536135737 1815462.5
2.1638168985401007 572.9883757396015 1763323.0
2.1633095721608075 573.1227495350961 1706348.5
2.1628022885731313 573.2571750284013 2241560.5
2.162295047777225 573.3916522478811 2838175.5
2.1617878497727827 573.5261812220424 3306878.8
2.1612806945602636 573.6607619792087 3530103.5
2.1607735821393614 573.7953945479278 4016104.5
2.1602665125103826 573.9300789566054 3952964.0
2.159759485673174 574.0648152337892 3177573.5
2.1592525016278885 574.1996034079671 3315779.5
2.1587455603746797 574.3344435076466 2941295.5
2.158238661913241 574.4693355614787 2830937.0
2.157731806244032 574.6042795979309 2359629.0
2.1572249933668997 574.7392756456547 2363824.2
2.156718223281844 574.8743237332815 2807036.5
2.1562114959890177 575.0094238894222 3177941.5
2.1557048114884214 575.1445761427498 2985805.2
2.155198169780208 575.2797805219166 3148713.5
2.1546915708642245 575.4150370556778 3507180.2
2.154185014740624 575.5503457727275 3789361.2
2.153678501409406 575.6857067018217 3757571.5
2.1531720308707247 575.8211198716958 4102759.5
2.1526656031245794 575.9565853111474 4553414.5
2.1521592181709703 576.0921030489947 4463928.5
2.1516528760098974 576.2276731140768 5213602.0
2.151146576641514 576.3632955352128 4349617.0
2.150640320065973 576.4989703412429 4594043.5
2.150134106282968 576.6346975611507 4491152.0
2.149627935292806 576.770477223777 3753380.0
2.1491218070956397 576.9063093580247 3166142.0
2.1486157216911628 577.0421939929407 2673818.5
2.148109679079835 577.1781311573874 2561587.8
2.1476036792613495 577.3141208804539 4050413.0
2.14709772223586 577.450163191127 4358558.5
2.1465918080035196 577.5862581184142 3476052.2
2.146085936564175 577.722405691427 3039497.5
2.1455801079181325 577.8586059391739 2940967.0
2.145074322065239 577.9948588908084 3186457.0
2.144568579005648 578.1311645754226 4463223.0
2.144062878739359 578.267523022171 6170920.0
2.1435572212665255 578.4039342601878 8648917.0
2.143051606586841 578.5403983187529 9970334.0
2.142546034700765 578.6769152269601 8525868.0
2.142040505608145 578.8134850140902 5604388.0
2.141535019309133 578.9501077093626 3156107.5
2.141029575803577 579.0867833421 1862277.0
2.1405241750917825 579.2235119415233 1599407.4
2.1400188171735968 579.360293536998 1414961.1
2.139513502049173 579.4971281578287 1661891.5
2.1390082297183577 579.6340158334239 1675211.1
2.1385030001816108 579.7709565930473 1697383.6
2.1379978134384725 579.907950466234 1585672.8
2.1374926694894025 580.0449974822902 1519453.5
2.1369875683342476 580.1820976707104 1483624.5
2.136482509973161 580.319251060927 1418088.9
2.1359774944059895 580.4564576824774 1655971.2
2.1354725216330395 580.5937175647954 1624706.8
2.1349675916541577 580.7310307374613 1831785.0
2.1344627044694975 580.8683972299934 2290526.8
