Fe lines detected at the XPL laser
[name] [nm]

FeXVII	1.212	1022.97
FeXVII	1.226	1011.29
FeXVIII	1.338	926.6382
FeXVIII	1.348	919.764
FeXVII	1.382	897.14
FeXVIII	1.418	874.36
FeXVIII	1.437	862.8
FeXVIII	1.454	852.71
FeXVII	1.501	826.01
FeXVII	1.526	812.47
FeXVII	1.545	802.49
FeXVIII	1.561	794.26
FeXVIII	1.601	774.42
FeXVII	1.677	739.32
FeXVII	1.705	727.18
