string
description: px_shifted, calibration parameter: [ 1.19531225e-04 -2.30194563e-02  6.18194146e+02]
converted file:R_100ms_Fe_S3_x_2_12_binned_y back: data/dark_100msRZP-structure:___RZP_S3100msRoi:[0, 1040, 2048, 2048]
eV counts/s
618.1712462133476 1817396.2
618.1485853507007 2090594.5
618.1261635505048 2382347.2
618.1039808127597 2741834.0
618.0820371374655 2464436.5
618.0603325246223 2609266.5
618.0388669742298 2774079.0
618.0176404862883 2939578.0
617.9966530607976 2937680.5
617.9759046977579 2614756.5
617.955395397169 2192830.5
617.9351251590311 2013100.0
617.9150939833439 2168101.8
617.8953018701078 2051045.6
617.8757488193226 2353117.2
617.8564348309881 2464384.0
617.8373599051046 2190816.8
617.8185240416719 2230469.8
617.7999272406903 2315137.0
617.7815695021593 3139969.8
617.7634508260794 2888484.0
617.7455712124504 2575511.2
617.7279306612722 2379129.0
617.7105291725449 2267616.0
617.6933667462686 1884854.8
617.676443382443 1680823.5
617.6597590810685 2016443.5
617.6433138421447 2045046.0
617.6271076656718 1781657.8
617.6111405516499 1896028.6
617.5954125000789 2509359.2
617.5799235109587 2686350.0
617.5646735842894 2546609.5
617.5496627200711 2612743.0
617.5348909183035 2946553.8
617.520358178987 2946458.0
617.5060645021213 2618255.8
617.4920098877064 2601825.0
617.4781943357425 2942365.0
617.4646178462295 3021710.5
617.4512804191673 3335407.2
617.4381820545561 3853377.8
617.4253227523957 3878484.8
617.4127025126862 3189569.8
617.4003213354276 2795777.5
617.3881792206199 2556737.0
617.3762761682632 2824808.5
617.3646121783572 2621809.8
617.3531872509022 2318577.8
617.342001385898 2146754.0
617.3310545833449 2059261.0
617.3203468432424 1880298.9
617.309878165591 1940356.0
617.2996485503904 1817457.4
617.2896579976408 2011504.2
617.2799065073419 2553596.5
617.270394079494 2539523.0
617.261120714097 2463676.2
617.2520864111508 1991979.8
617.2432911706557 2532446.5
617.2347349926113 2983964.5
617.2264178770179 3748653.0
617.2183398238752 4390954.5
617.2105008331837 4203144.5
617.2029009049428 3617312.8
617.195540039153 3124938.0
617.188418235814 2725258.0
617.1815354949258 2819841.2
617.1748918164886 2833461.5
617.1684872005023 2877157.8
617.1623216469668 2934347.5
617.1563951558823 3740308.8
617.1507077272486 3643188.0
617.1452593610658 3223220.5
617.140050057334 3874391.0
617.1350798160529 4098044.5
617.1303486372229 4635803.0
617.1258565208436 4923975.5
617.1216034669154 4894679.5
617.1175894754379 4925744.0
617.1138145464114 5019647.0
617.1102786798357 4388615.5
617.106981875711 4584062.0
617.1039241340371 4949008.0
617.1011054548142 4357607.0
617.0985258380421 3596816.0
617.0961852837207 3087643.0
617.0940837918505 3504509.5
617.092221362431 4098683.0
617.0905979954625 4306861.0
617.0892136909449 4291461.0
617.0880684488782 4740463.0
617.0871622692623 4889282.5
617.0864951520974 4742860.5
617.0860670973833 5039077.0
617.0858781051202 5821250.5
617.0859281753078 7437690.0
617.0862173079464 8796349.0
617.0867455030359 8081649.5
617.0875127605763 6856680.5
617.0885190805675 4822627.0
617.0897644630096 2951175.5
617.0912489079027 2111364.8
617.0929724152465 2149895.2
617.0949349850415 1822748.9
617.0971366172871 1757577.2
617.0995773119838 2039240.0
617.1022570691313 2513380.2
617.1051758887297 2391722.8
617.1083337707789 2284427.2
617.1117307152791 2549847.2
617.1153667222302 2221349.0
617.1192417916321 2089952.6
617.123355923485 1726115.0
617.1277091177888 2177284.0
617.1323013745433 3234432.2
617.1371326937488 4347887.5
617.1422030754052 4685318.0
617.1475125195125 4338057.0
617.1530610260706 4478926.5
617.1588485950797 5063335.0
617.1648752265397 6366675.5
617.1711409204505 6939595.0
617.1776456768123 7296349.0
617.1843894956249 6826857.0
617.1913723768885 7043032.0
617.1985943206029 7218065.0
617.2060553267681 7119370.0
617.2137553953843 6748211.0
617.2216945264513 7057029.5
617.2298727199694 7067074.0
617.2382899759382 5734159.0
617.246946294358 4270402.5
617.2558416752286 2648140.5
617.2649761185502 1877992.0
617.2743496243226 1886568.5
617.2839621925459 1503835.6
617.29381382322 1295571.0
617.3039045163453 829460.75
617.3142342719211 1272841.2
617.3248030899481 1406837.0
617.3356109704258 1109262.8
617.3466579133545 1119358.6
617.357943918734 949211.1
617.3694689865644 1001146.0
617.3812331168458 841503.1
617.3932363095779 1006543.25
617.4054785647611 1117001.8
617.417959882395 1133132.0
617.43068026248 1268185.9
617.4436397050157 1281348.2
617.4568382100024 1332888.2
617.47027577744 1486222.4
617.4839524073284 1887054.5
617.4978680996677 2492509.5
617.512022854458 3237437.8
617.526416671699 5036617.0
617.5410495513911 5820775.0
617.555921493534 6999050.5
617.5710324981277 8219429.5
617.5863825651725 7618106.0
617.601971694668 6528034.5
617.6177998866144 5452607.5
617.6338671410118 4111440.5
617.6501734578601 3657193.8
617.6667188371591 3415153.5
617.6835032789093 3146446.0
617.70052678311 3235116.5
617.7177893497619 3721674.0
617.7352909788646 4133353.5
617.7530316704182 4693507.5
617.7710114244226 4921222.5
617.7892302408779 4944324.5
617.8076881197842 4571605.0
617.8263850611413 4769736.0
617.8453210649494 5465514.5
617.8644961312083 5379697.5
617.8839102599181 6340613.0
617.9035634510788 8123069.0
617.9234557046905 11457191.0
617.9435870207528 14865512.0
617.9639573992663 16140025.0
617.9845668402305 15590794.0
618.0054153436457 14582148.0
618.0265029095117 12256399.0
618.0478295378288 9131241.0
618.0693952285965 5962137.0
618.0911999818152 3699398.0
618.1132437974848 2665347.5
618.1355266756052 2918735.2
618.1580486161766 2332293.8
618.180809619199 2108556.5
618.2038096846721 1773465.6
618.2270488125961 1691604.8
618.2505270029711 1569262.6
618.2742442557969 1330021.8
618.2982005710737 1081482.1
618.3223959488013 1211463.6
618.3468303889798 1373062.8
618.3715038916091 1117215.2
618.3964164566895 1065285.1
618.4215680842207 1272178.0
618.4469587742026 1060184.9
618.4725885266356 1368107.4
618.4984573415195 1319709.4
618.5245652188543 1336427.2
618.5509121586398 1178854.4
618.5774981608764 1570222.0
618.6043232255638 1409030.6
618.6313873527021 1363734.0
