string
description: px_shifted, calibration parameter: [ 1.19531225e-04 -2.30194563e-02  6.18194146e+02]
converted file:R_100ms_Fe_S3_x_2_39_binned_y back: data/dark_100msRZP-structure:___RZP_S3100msRoi:[0, 1040, 2048, 2048]
eV counts/s
618.1712462133476 1996880.8
618.1485853507007 2083247.0
618.1261635505048 1982278.9
618.1039808127597 1856440.8
618.0820371374655 1909306.0
618.0603325246223 1982438.6
618.0388669742298 2223917.5
618.0176404862883 2178586.2
617.9966530607976 2155034.0
617.9759046977579 1839723.5
617.955395397169 1708416.0
617.9351251590311 1999277.5
617.9150939833439 2545304.0
617.8953018701078 2509379.2
617.8757488193226 2435720.5
617.8564348309881 2625379.5
617.8373599051046 2722803.0
617.8185240416719 2595645.0
617.7999272406903 2282021.0
617.7815695021593 2450279.2
617.7634508260794 2718004.5
617.7455712124504 2770103.8
617.7279306612722 2232152.8
617.7105291725449 2285396.5
617.6933667462686 2200219.8
617.676443382443 2174553.0
617.6597590810685 1967262.4
617.6433138421447 2267875.5
617.6271076656718 2553027.8
617.6111405516499 2661228.5
617.5954125000789 2167958.5
617.5799235109587 1906474.0
617.5646735842894 2472292.8
617.5496627200711 2679532.0
617.5348909183035 2410208.5
617.520358178987 2373395.2
617.5060645021213 2486469.8
617.4920098877064 2915267.0
617.4781943357425 3540894.5
617.4646178462295 3473242.5
617.4512804191673 3095695.5
617.4381820545561 3533387.0
617.4253227523957 3500345.2
617.4127025126862 2792323.8
617.4003213354276 3088152.0
617.3881792206199 3247413.8
617.3762761682632 3269776.0
617.3646121783572 2892603.5
617.3531872509022 2835098.8
617.342001385898 2530978.0
617.3310545833449 2321322.8
617.3203468432424 2453053.0
617.309878165591 2364800.5
617.2996485503904 2693897.0
617.2896579976408 2428161.5
617.2799065073419 2118879.2
617.270394079494 1935603.2
617.261120714097 2366780.0
617.2520864111508 2712097.0
617.2432911706557 2910293.0
617.2347349926113 2704642.0
617.2264178770179 3107862.2
617.2183398238752 3440358.8
617.2105008331837 2956036.2
617.2029009049428 3150777.2
617.195540039153 3559592.5
617.188418235814 3663348.5
617.1815354949258 3574108.0
617.1748918164886 3379446.5
617.1684872005023 2675333.0
617.1623216469668 2358790.5
617.1563951558823 2739505.0
617.1507077272486 3446522.2
617.1452593610658 3798091.2
617.140050057334 3514495.2
617.1350798160529 3599265.0
617.1303486372229 4039900.2
617.1258565208436 4382919.0
617.1216034669154 5012359.5
617.1175894754379 4988036.0
617.1138145464114 4440229.5
617.1102786798357 4614864.0
617.106981875711 4571594.5
617.1039241340371 4265939.0
617.1011054548142 4609597.5
617.0985258380421 4324671.0
617.0961852837207 3995546.2
617.0940837918505 4584499.0
617.092221362431 4409017.5
617.0905979954625 4067566.5
617.0892136909449 4196000.0
617.0880684488782 4632395.0
617.0871622692623 4810714.0
617.0864951520974 6001646.0
617.0860670973833 6310480.0
617.0858781051202 6212365.0
617.0859281753078 6615572.0
617.0862173079464 6540330.5
617.0867455030359 6549591.0
617.0875127605763 6234587.0
617.0885190805675 5485523.0
617.0897644630096 4755687.0
617.0912489079027 4240256.5
617.0929724152465 3455940.5
617.0949349850415 2840656.0
617.0971366172871 2628944.5
617.0995773119838 2289319.0
617.1022570691313 1922265.1
617.1051758887297 1897052.2
617.1083337707789 1951558.1
617.1117307152791 1901856.4
617.1153667222302 1739456.4
617.1192417916321 1852497.4
617.123355923485 2269295.2
617.1277091177888 2222674.8
617.1323013745433 3012832.5
617.1371326937488 3235500.5
617.1422030754052 3565150.2
617.1475125195125 3181760.5
617.1530610260706 3543827.2
617.1588485950797 4476113.0
617.1648752265397 5547990.0
617.1711409204505 7245355.5
617.1776456768123 7139325.5
617.1843894956249 7238502.5
617.1913723768885 6249766.0
617.1985943206029 5416837.0
617.2060553267681 6307705.5
617.2137553953843 6592340.0
617.2216945264513 6376664.0
617.2298727199694 6369966.0
617.2382899759382 5604460.0
617.246946294358 4356338.0
617.2558416752286 3974365.2
617.2649761185502 3829289.8
617.2743496243226 2946438.8
617.2839621925459 2362404.5
617.29381382322 1713378.2
617.3039045163453 1402729.0
617.3142342719211 1440467.0
617.3248030899481 1265318.9
617.3356109704258 1073107.8
617.3466579133545 1313296.4
617.357943918734 1031284.3
617.3694689865644 1111182.9
617.3812331168458 1040353.6
617.3932363095779 1057076.2
617.4054785647611 1105683.2
617.417959882395 991060.9
617.43068026248 1001905.06
617.4436397050157 1023959.3
617.4568382100024 1445392.6
617.47027577744 1532067.5
617.4839524073284 1627820.1
617.4978680996677 2100302.0
617.512022854458 2854507.8
617.526416671699 4023633.0
617.5410495513911 4591567.0
617.555921493534 5146684.0
617.5710324981277 5913158.0
617.5863825651725 6584125.0
617.601971694668 6226459.5
617.6177998866144 5626425.5
617.6338671410118 5256509.0
617.6501734578601 4824389.0
617.6667188371591 4347798.0
617.6835032789093 3760227.0
617.70052678311 3562333.8
