string
description: px_shifted, calibration parameter: [ 1.19531225e-04 -2.30194563e-02  6.18194146e+02]
converted file:R_100ms_Fe_S3_x_1_38_binned_y back: data/dark_100msRZP-structure:___RZP_S3100msRoi:[0, 1040, 2048, 2048]
eV counts/s
618.1712462133476 1918880.2
618.1485853507007 2278683.5
618.1261635505048 2408165.2
618.1039808127597 2198697.0
618.0820371374655 2167522.8
618.0603325246223 2576246.5
618.0388669742298 2474110.2
618.0176404862883 2238076.5
617.9966530607976 2542821.0
617.9759046977579 2061741.1
617.955395397169 1987266.0
617.9351251590311 1949418.6
617.9150939833439 1853698.8
617.8953018701078 2250536.0
617.8757488193226 2772474.5
617.8564348309881 2712507.8
617.8373599051046 2907356.5
617.8185240416719 2502280.5
617.7999272406903 2097148.6
617.7815695021593 2597709.5
617.7634508260794 2528710.2
617.7455712124504 2519829.5
617.7279306612722 2232043.8
617.7105291725449 2330114.5
617.6933667462686 1918139.4
617.676443382443 1792648.0
617.6597590810685 1912565.6
617.6433138421447 2307094.8
617.6271076656718 2012904.5
617.6111405516499 1740005.0
617.5954125000789 2522268.8
617.5799235109587 3021856.5
617.5646735842894 3050409.8
617.5496627200711 2444585.5
617.5348909183035 2679297.0
617.520358178987 3267218.5
617.5060645021213 2883680.2
617.4920098877064 3202269.5
617.4781943357425 3433912.0
617.4646178462295 3333433.0
617.4512804191673 2822908.0
617.4381820545561 2775565.0
617.4253227523957 2308790.0
617.4127025126862 2291274.0
617.4003213354276 2282525.0
617.3881792206199 2496063.8
617.3762761682632 2363777.5
617.3646121783572 2188031.5
617.3531872509022 1858414.2
617.342001385898 1695833.5
617.3310545833449 1920652.4
617.3203468432424 2077635.6
617.309878165591 1954728.2
617.2996485503904 1777380.5
617.2896579976408 2076458.9
617.2799065073419 1794057.0
617.270394079494 1902021.9
617.261120714097 2290662.2
617.2520864111508 3152169.0
617.2432911706557 3326498.8
617.2347349926113 2820891.2
617.2264178770179 2923248.0
617.2183398238752 2814620.5
617.2105008331837 3010331.5
617.2029009049428 2591176.8
617.195540039153 2712994.5
617.188418235814 2887971.2
617.1815354949258 2516713.5
617.1748918164886 2731598.0
617.1684872005023 2746437.0
617.1623216469668 2977547.2
617.1563951558823 2855812.2
617.1507077272486 3158050.2
617.1452593610658 3664737.5
617.140050057334 3453286.5
617.1350798160529 3609044.5
617.1303486372229 3725519.5
617.1258565208436 4141003.0
617.1216034669154 4676922.0
617.1175894754379 4807807.0
617.1138145464114 5410199.0
617.1102786798357 5560498.0
617.106981875711 5057506.5
617.1039241340371 4484938.0
617.1011054548142 3959752.0
617.0985258380421 3953334.8
617.0961852837207 4011690.0
617.0940837918505 3617489.5
617.092221362431 4169214.0
617.0905979954625 4216479.5
617.0892136909449 4015704.5
617.0880684488782 4978730.5
617.0871622692623 6147187.0
617.0864951520974 6873045.0
617.0860670973833 7491970.5
617.0858781051202 7295141.0
617.0859281753078 6456787.5
617.0862173079464 5739949.0
617.0867455030359 5035557.5
617.0875127605763 4288754.5
617.0885190805675 2839197.0
617.0897644630096 2102113.0
617.0912489079027 1782825.0
617.0929724152465 1477495.5
617.0949349850415 1263182.0
617.0971366172871 1548846.1
617.0995773119838 1505304.2
617.1022570691313 1751243.6
617.1051758887297 2043684.2
617.1083337707789 1590571.2
617.1117307152791 1779263.9
617.1153667222302 1948705.8
617.1192417916321 1902628.5
617.123355923485 2300565.2
617.1277091177888 2675123.0
617.1323013745433 2999285.0
617.1371326937488 4075634.8
617.1422030754052 4577499.0
617.1475125195125 4968576.0
617.1530610260706 5681285.0
617.1588485950797 5835814.5
617.1648752265397 5864604.0
617.1711409204505 6492731.0
617.1776456768123 6513077.5
617.1843894956249 5838252.5
617.1913723768885 5527285.0
617.1985943206029 6112111.0
617.2060553267681 6352181.0
617.2137553953843 6728495.0
617.2216945264513 6151905.0
617.2298727199694 5279661.0
617.2382899759382 4465770.5
617.246946294358 2535875.0
617.2558416752286 2142577.0
617.2649761185502 1533141.4
617.2743496243226 1083112.8
617.2839621925459 1001151.3
617.29381382322 1198152.2
617.3039045163453 1037246.3
617.3142342719211 954437.75
617.3248030899481 887040.0
617.3356109704258 976982.6
617.3466579133545 676924.7
617.357943918734 730029.3
617.3694689865644 930688.0
617.3812331168458 1180197.4
617.3932363095779 964258.06
617.4054785647611 700218.0
617.417959882395 699676.56
617.43068026248 574914.5
617.4436397050157 836832.44
617.4568382100024 1087354.0
617.47027577744 1736795.6
617.4839524073284 2770822.0
617.4978680996677 3161911.5
617.512022854458 4087356.0
617.526416671699 5302270.0
617.5410495513911 6721884.5
617.555921493534 7173175.0
617.5710324981277 6580265.5
617.5863825651725 5801267.5
617.601971694668 4788855.5
617.6177998866144 3899155.0
617.6338671410118 3270765.5
617.6501734578601 3510044.8
617.6667188371591 3223219.0
617.6835032789093 3725256.0
617.70052678311 4070129.5
617.7177893497619 4506965.5
617.7352909788646 4417882.0
617.7530316704182 4582058.5
617.7710114244226 4733408.0
617.7892302408779 4583276.0
617.8076881197842 4384074.5
617.8263850611413 5161278.0
617.8453210649494 5682156.0
617.8644961312083 7549485.5
617.8839102599181 9836554.0
617.9035634510788 12048768.0
617.9234557046905 13925819.0
617.9435870207528 15659712.0
617.9639573992663 15073410.0
617.9845668402305 13421636.0
618.0054153436457 9994422.0
618.0265029095117 7510010.0
618.0478295378288 6014633.0
618.0693952285965 4652449.5
618.0911999818152 3262567.2
618.1132437974848 2381304.0
618.1355266756052 2046195.2
618.1580486161766 2032647.6
618.180809619199 2063114.4
618.2038096846721 1731607.4
618.2270488125961 1217459.0
618.2505270029711 883516.56
618.2742442557969 613915.3
618.2982005710737 715454.0
618.3223959488013 1031732.25
618.3468303889798 1202953.8
618.3715038916091 1099199.2
618.3964164566895 1248904.5
618.4215680842207 1338231.5
618.4469587742026 1342859.8
618.4725885266356 1162943.2
618.4984573415195 1417396.5
618.5245652188543 1507671.4
618.5509121586398 1297923.9
618.5774981608764 1196893.2
618.6043232255638 1060738.8
618.6313873527021 1570914.0
618.6586905422912 1874893.2
618.6862327943314 2333582.2
618.7140141088223 2839808.0
618.7420344857642 3967624.8
618.7702939251569 5129880.5
