string
description: px_shifted, calibration parameter: [ 1.19531225e-04 -2.30194563e-02  6.18194146e+02]
converted file:R_100ms_Fe_S3_x_1_45_binned_y back: data/dark_100msRZP-structure:___RZP_S3100msRoi:[0, 1040, 2048, 2048]
eV counts/s
618.1712462133476 1505910.2
618.1485853507007 1470093.9
618.1261635505048 1439396.0
618.1039808127597 1784463.5
618.0820371374655 2109333.8
618.0603325246223 2144567.0
618.0388669742298 1919910.5
618.0176404862883 1827216.8
617.9966530607976 1935999.2
617.9759046977579 1712831.1
617.955395397169 1906466.5
617.9351251590311 1895308.9
617.9150939833439 2031467.8
617.8953018701078 2202624.8
617.8757488193226 2405354.8
617.8564348309881 2113884.2
617.8373599051046 2020115.2
617.8185240416719 2589461.0
617.7999272406903 2566574.0
617.7815695021593 2340849.0
617.7634508260794 2274201.8
617.7455712124504 2168089.2
617.7279306612722 1913534.4
617.7105291725449 1991204.5
617.6933667462686 2228970.2
617.676443382443 2040468.0
617.6597590810685 2052275.6
617.6433138421447 2212624.8
617.6271076656718 2011494.2
617.6111405516499 2230517.8
617.5954125000789 2340299.5
617.5799235109587 2376504.8
617.5646735842894 1950901.8
617.5496627200711 2037084.4
617.5348909183035 2563557.0
617.520358178987 2465047.5
617.5060645021213 2424349.0
617.4920098877064 2648349.5
617.4781943357425 2972033.8
617.4646178462295 3014803.8
617.4512804191673 2724407.5
617.4381820545561 2755065.0
617.4253227523957 2988341.5
617.4127025126862 2918727.0
617.4003213354276 2893285.0
617.3881792206199 2354533.5
617.3762761682632 2184557.0
617.3646121783572 1982350.0
617.3531872509022 1720544.2
617.342001385898 1535713.5
617.3310545833449 2037632.6
617.3203468432424 2336865.2
617.309878165591 2087628.6
617.2996485503904 2011851.4
617.2896579976408 2298720.0
617.2799065073419 2022387.0
617.270394079494 2176321.2
617.261120714097 2345483.0
617.2520864111508 2769359.0
617.2432911706557 3022357.0
617.2347349926113 3171870.5
617.2264178770179 3572918.8
617.2183398238752 3064240.0
617.2105008331837 3342251.5
617.2029009049428 3555885.0
617.195540039153 3469353.0
617.188418235814 2890300.5
617.1815354949258 2443664.0
617.1748918164886 2979188.8
617.1684872005023 3035597.0
617.1623216469668 2790258.8
617.1563951558823 2601334.8
617.1507077272486 2350749.2
617.1452593610658 3155357.0
617.140050057334 3747797.2
617.1350798160529 3795995.5
617.1303486372229 3346780.0
617.1258565208436 4192423.0
617.1216034669154 4511243.0
617.1175894754379 4388861.0
617.1138145464114 4164394.0
617.1102786798357 3942806.2
617.106981875711 3933899.8
617.1039241340371 3855798.8
617.1011054548142 3570951.2
617.0985258380421 3781374.8
617.0961852837207 3928840.0
617.0940837918505 3548642.0
617.092221362431 3388345.2
617.0905979954625 3654949.0
617.0892136909449 4100335.0
617.0880684488782 4895809.0
617.0871622692623 5075215.0
617.0864951520974 5555104.5
617.0860670973833 5859074.0
617.0858781051202 5494189.5
617.0859281753078 5042285.0
617.0862173079464 4434834.5
617.0867455030359 3781675.0
617.0875127605763 3541293.5
617.0885190805675 3552386.2
617.0897644630096 2759736.5
617.0912489079027 1663604.4
617.0929724152465 1267335.5
617.0949349850415 1303131.8
617.0971366172871 1432876.1
617.0995773119838 1508143.9
617.1022570691313 1766713.6
617.1051758887297 1985633.9
617.1083337707789 1860622.8
617.1117307152791 1742074.2
617.1153667222302 2002935.8
617.1192417916321 2371259.0
617.123355923485 2870585.2
617.1277091177888 2799593.0
617.1323013745433 3005634.5
617.1371326937488 3796734.8
617.1422030754052 4574669.0
617.1475125195125 4640097.5
617.1530610260706 5246714.0
617.1588485950797 6424547.5
617.1648752265397 6304083.0
617.1711409204505 5827744.0
617.1776456768123 6061185.5
617.1843894956249 7172876.0
617.1913723768885 7164987.0
617.1985943206029 6356810.0
617.2060553267681 5609381.0
617.2137553953843 5525544.0
617.2216945264513 4836824.0
617.2298727199694 3753349.5
617.2382899759382 3527029.0
617.246946294358 2750283.8
617.2558416752286 2338757.2
617.2649761185502 2030041.1
617.2743496243226 1591733.8
617.2839621925459 1469313.2
617.29381382322 1040372.2
617.3039045163453 741197.1
617.3142342719211 684966.2
617.3248030899481 608939.9
617.3356109704258 791992.0
617.3466579133545 808444.5
617.357943918734 673858.7
617.3694689865644 583176.5
617.3812331168458 547498.1
617.3932363095779 730237.9
617.4054785647611 720968.0
617.417959882395 1211717.0
617.43068026248 1231444.5
617.4436397050157 1436501.9
617.4568382100024 1858103.5
617.47027577744 2328533.0
617.4839524073284 3344401.2
617.4978680996677 4345564.0
617.512022854458 4733554.5
617.526416671699 5163259.0
617.5410495513911 5518814.5
617.555921493534 5066532.5
617.5710324981277 5555343.0
617.5863825651725 5422890.0
617.601971694668 4753646.0
617.6177998866144 4363935.0
617.6338671410118 4119526.2
617.6501734578601 3829884.8
617.6667188371591 3448737.5
