string
description: px_shifted, calibration parameter: [ 1.19531225e-04 -2.30194563e-02  6.18194146e+02]
converted file:R_100ms_Fe_S3_x_1_16_binned_y back: data/dark_100msRZP-structure:___RZP_S3100msRoi:[0, 1040, 2048, 2048]
eV counts/s
618.1712462133476 2453857.2
618.1485853507007 2314972.8
618.1261635505048 2049235.0
618.1039808127597 2235228.2
618.0820371374655 2535339.8
618.0603325246223 3071518.0
618.0388669742298 2960509.5
618.0176404862883 2754086.0
617.9966530607976 2726849.8
617.9759046977579 2884739.5
617.955395397169 3021385.2
617.9351251590311 2701042.8
617.9150939833439 2644349.0
617.8953018701078 2621015.0
617.8757488193226 3181187.0
617.8564348309881 3359082.0
617.8373599051046 2938787.0
617.8185240416719 2896629.8
617.7999272406903 2969425.2
617.7815695021593 3172562.2
617.7634508260794 2951428.5
617.7455712124504 2360296.0
617.7279306612722 2046784.4
617.7105291725449 2400895.2
617.6933667462686 2466597.8
617.676443382443 2578236.0
617.6597590810685 2724391.5
617.6433138421447 2662974.8
617.6271076656718 2765950.0
617.6111405516499 3027772.0
617.5954125000789 3060909.5
617.5799235109587 3080913.0
617.5646735842894 3112673.0
617.5496627200711 2999428.0
617.5348909183035 3165467.0
617.520358178987 2915685.0
617.5060645021213 3069343.8
617.4920098877064 3634732.0
617.4781943357425 4147337.2
617.4646178462295 4103459.0
617.4512804191673 3638466.0
617.4381820545561 3498279.8
617.4253227523957 4006586.2
617.4127025126862 3834238.8
617.4003213354276 3370898.5
617.3881792206199 3266352.2
617.3762761682632 3081949.5
617.3646121783572 3308363.0
617.3531872509022 3132733.0
617.342001385898 2644467.5
617.3310545833449 2207675.8
617.3203468432424 1792787.4
617.309878165591 2305115.2
617.2996485503904 2325285.0
617.2896579976408 2454804.0
617.2799065073419 2676387.0
617.270394079494 2751727.5
617.261120714097 2827226.0
617.2520864111508 2607553.2
617.2432911706557 3358573.0
617.2347349926113 3969113.8
617.2264178770179 3618545.2
617.2183398238752 3860444.0
617.2105008331837 3789518.8
617.2029009049428 3613317.5
617.195540039153 3246530.5
617.188418235814 3151322.8
617.1815354949258 3658891.0
617.1748918164886 3167069.5
617.1684872005023 2829781.2
617.1623216469668 3667067.5
617.1563951558823 3996230.5
617.1507077272486 4394461.0
617.1452593610658 4640825.0
617.140050057334 4889051.0
617.1350798160529 4447733.0
617.1303486372229 4559503.0
617.1258565208436 5069427.0
617.1216034669154 5283985.0
617.1175894754379 5417006.0
617.1138145464114 5722042.0
617.1102786798357 5750057.0
617.106981875711 5569451.0
617.1039241340371 5299615.0
617.1011054548142 4921474.0
617.0985258380421 3899680.0
617.0961852837207 3818512.5
617.0940837918505 4159201.5
617.092221362431 4660851.0
617.0905979954625 5087486.0
617.0892136909449 5243209.0
617.0880684488782 5120767.5
617.0871622692623 5033366.5
617.0864951520974 5646510.5
617.0860670973833 6112498.0
617.0858781051202 8123718.0
617.0859281753078 10509311.0
617.0862173079464 11069095.0
617.0867455030359 9633354.0
617.0875127605763 6261666.0
617.0885190805675 3692202.2
617.0897644630096 2268175.2
617.0912489079027 1310208.2
617.0929724152465 1413807.5
617.0949349850415 1757090.2
617.0971366172871 1750630.0
617.0995773119838 2193442.5
617.1022570691313 2547055.8
617.1051758887297 2713487.2
617.1083337707789 2275827.8
617.1117307152791 2630627.2
617.1153667222302 2030324.8
617.1192417916321 1759143.9
617.123355923485 2458613.2
617.1277091177888 2886417.0
617.1323013745433 3272627.0
617.1371326937488 4520566.0
617.1422030754052 5900916.0
617.1475125195125 5421859.5
617.1530610260706 5105765.5
617.1588485950797 6209413.0
617.1648752265397 8086599.0
617.1711409204505 9179662.0
617.1776456768123 9249301.0
617.1843894956249 8448284.0
617.1913723768885 7004332.0
617.1985943206029 6340302.0
617.2060553267681 7366800.0
617.2137553953843 9255246.0
617.2216945264513 10332399.0
617.2298727199694 8639871.0
617.2382899759382 6740430.0
617.246946294358 4400659.5
617.2558416752286 2707810.5
617.2649761185502 1936844.4
617.2743496243226 1323080.6
617.2839621925459 1217882.5
617.29381382322 1267591.9
617.3039045163453 1473256.8
617.3142342719211 1243013.0
617.3248030899481 1241698.9
617.3356109704258 965391.75
617.3466579133545 1018636.6
617.357943918734 977992.2
617.3694689865644 1089073.0
617.3812331168458 1216302.8
617.3932363095779 1013192.44
617.4054785647611 986036.6
617.417959882395 1077558.6
617.43068026248 1097438.2
617.4436397050157 990093.25
617.4568382100024 925704.7
617.47027577744 1307377.8
617.4839524073284 1640729.4
617.4978680996677 2555037.0
617.512022854458 3917187.2
617.526416671699 5836478.0
617.5410495513911 9801190.0
617.555921493534 12372011.0
617.5710324981277 12307722.0
617.5863825651725 10283171.0
617.601971694668 7484426.0
617.6177998866144 5324433.0
617.6338671410118 3920703.5
617.6501734578601 3554475.2
617.6667188371591 3461238.5
617.6835032789093 3526364.8
617.70052678311 4423104.0
617.7177893497619 4864100.0
617.7352909788646 5672228.0
617.7530316704182 6552974.0
617.7710114244226 6110926.0
617.7892302408779 5091836.0
617.8076881197842 4742456.0
617.8263850611413 4320388.0
617.8453210649494 4565027.0
617.8644961312083 5962209.5
617.8839102599181 7913273.0
617.9035634510788 10891051.0
617.9234557046905 13332168.0
617.9435870207528 19339936.0
617.9639573992663 21851216.0
617.9845668402305 20208782.0
618.0054153436457 15971965.0
618.0265029095117 12292122.0
618.0478295378288 7401611.0
618.0693952285965 5150989.0
618.0911999818152 3971996.0
618.1132437974848 2922573.8
618.1355266756052 2442685.5
618.1580486161766 2014365.2
618.180809619199 1702964.8
618.2038096846721 1390322.6
618.2270488125961 1385301.8
618.2505270029711 1373361.9
618.2742442557969 1291013.2
618.2982005710737 1456962.5
618.3223959488013 1443574.4
618.3468303889798 1567625.0
618.3715038916091 1250947.8
618.3964164566895 1252184.4
618.4215680842207 1244518.0
618.4469587742026 1384119.0
618.4725885266356 1527007.5
618.4984573415195 1448074.9
618.5245652188543 1928632.6
618.5509121586398 1870901.0
618.5774981608764 2058953.8
618.6043232255638 1601478.8
618.6313873527021 1835134.8
618.6586905422912 1675151.8
618.6862327943314 1523189.8
618.7140141088223 1930454.0
618.7420344857642 2965656.5
618.7702939251569 4141500.5
618.7987924270005 5134694.0
618.827529991295 8286863.0
618.8565066180404 10992375.0
618.8857223072368 13871655.0
618.915177058884 15987766.0
618.944870872982 14935552.0
618.974803749531 11391186.0
619.004975688531 8055736.0
619.0353866899817 4712429.5
619.0660367538834 3992274.0
619.0969258802359 3582437.0
619.1280540690393 3023000.0
619.1594213202936 2717712.2
619.1910276339989 2476369.2
619.2228730101549 2123600.2
619.2549574487618 1832018.0
619.2872809498198 1645352.8
619.3198435133286 1588059.8
619.3526451392883 1628568.8
619.3856858276988 1720841.8
619.4189655785602 1529680.6
619.4524843918725 1269999.0
619.4862422676358 1320709.4
619.5202392058499 1377176.9
619.5544752065149 1073665.5
619.5889502696308 1246708.6
619.6236643951976 1361043.5
619.6586175832152 1347289.9
619.6938098336839 1428131.4
619.7292411466033 2210962.8
619.7649115219735 2814137.8
619.8008209597948 3630399.5
619.8369694600669 4521112.0
619.8733570227901 5190783.5
619.9099836479638 5828372.5
619.9468493355887 8114669.0
619.9839540856643 10473006.0
620.0212978981909 10832269.0
620.0588807731684 8975793.0
620.0967027105968 6413159.5
620.134763710476 4332747.0
620.1730637728062 3658903.8
620.2116028975872 2468051.8
620.2503810848191 1610841.2
620.2893983345019 1719561.5
620.3286546466355 1584795.0
620.3681500212202 1525883.5
620.4078844582556 1409238.5
620.447857957742 1085996.8
620.4880705196792 1181391.8
620.5285221440674 1351390.8
620.5692128309064 1228206.4
620.6101425801965 1239340.2
620.6513113919372 1330518.8
620.692719266129 1253858.5
620.7343662027715 1140047.9
620.7762522018651 884206.9
620.8183772634094 847754.44
620.8607413874046 1036935.1
620.9033445738509 1034446.3
620.9461868227478 865368.5
620.9892681340958 977064.25
621.0325885078946 1367298.5
621.0761479441444 1369689.4
621.1199464428449 1699055.6
621.1639840039965 2047471.4
621.2082606275989 1893077.8
621.2527763136521 1612218.0
621.2975310621563 990253.4
621.3425248731114 1028586.56
621.3877577465173 1303855.5
621.4332296823742 1160060.1
621.478940680682 973756.56
621.5248907414405 993868.9
621.5710798646501 929117.9
621.6175080503104 916479.6
621.6641752984218 938026.0
621.7110816089839 1022802.8
621.758226981997 1262069.5
621.8056114174609 1714176.1
621.8532349153759 1588440.1
621.9010974757415 1347004.9
621.9491990985582 1456730.1
621.9975397838257 1666245.5
622.0461195315442 1462438.2
622.0949383417135 1303307.6
