string
description: px_shifted, calibration parameter: [ 1.19531225e-04 -2.30194563e-02  6.18194146e+02]
converted file:R_100ms_Fe_S3_x_1_36_binned_y back: data/dark_100msRZP-structure:___RZP_S3100msRoi:[0, 1040, 2048, 2048]
eV counts/s
618.1712462133476 1438068.6
618.1485853507007 1613226.0
618.1261635505048 1877804.2
618.1039808127597 1977596.8
618.0820371374655 1785522.6
618.0603325246223 1225776.0
618.0388669742298 1272369.6
618.0176404862883 1639229.4
617.9966530607976 2005939.9
617.9759046977579 2078187.8
617.955395397169 2110596.2
617.9351251590311 2000762.0
617.9150939833439 1681670.2
617.8953018701078 1989472.6
617.8757488193226 1906835.2
617.8564348309881 1749273.5
617.8373599051046 1407193.5
617.8185240416719 1420135.8
617.7999272406903 1887221.1
617.7815695021593 1890397.0
617.7634508260794 2151350.0
617.7455712124504 1947310.8
617.7279306612722 1709715.6
617.7105291725449 1739708.6
617.6933667462686 1887748.5
617.676443382443 1750405.0
617.6597590810685 1702813.5
617.6433138421447 1902443.5
617.6271076656718 1626095.6
617.6111405516499 1901947.5
617.5954125000789 1987978.6
617.5799235109587 1756179.0
617.5646735842894 1737250.2
617.5496627200711 1527467.6
617.5348909183035 1563374.0
617.520358178987 1551144.5
617.5060645021213 1798208.8
617.4920098877064 1887888.0
617.4781943357425 2135135.5
617.4646178462295 2886583.8
617.4512804191673 3044091.2
617.4381820545561 2934827.2
617.4253227523957 2930829.0
617.4127025126862 2512486.0
617.4003213354276 2584389.0
617.3881792206199 2545488.0
617.3762761682632 2295957.8
617.3646121783572 1969798.6
617.3531872509022 1475648.0
617.342001385898 1317613.5
617.3310545833449 1236234.8
617.3203468432424 1253740.8
617.309878165591 1344168.6
617.2996485503904 1450326.2
617.2896579976408 1517227.4
617.2799065073419 1669294.2
617.270394079494 1636742.8
617.261120714097 1716773.6
617.2520864111508 1819706.1
617.2432911706557 2032160.0
617.2347349926113 2843376.5
617.2264178770179 3337713.0
617.2183398238752 3131611.2
617.2105008331837 2589134.0
617.2029009049428 2901816.5
617.195540039153 2786473.5
617.188418235814 2570608.2
617.1815354949258 2626617.5
617.1748918164886 2580501.2
617.1684872005023 2448013.0
617.1623216469668 2210331.0
617.1563951558823 1811465.5
617.1507077272486 1819054.2
617.1452593610658 2337029.0
617.140050057334 2709961.2
617.1350798160529 2609301.0
617.1303486372229 2707727.0
617.1258565208436 3459023.8
617.1216034669154 3696212.5
617.1175894754379 3388282.8
617.1138145464114 3798658.0
617.1102786798357 3488835.5
617.106981875711 3595816.0
617.1039241340371 3501131.2
617.1011054548142 3100038.5
617.0985258380421 3046767.5
617.0961852837207 2719207.2
617.0940837918505 2632773.0
617.092221362431 2577470.8
617.0905979954625 3290614.5
617.0892136909449 3580421.0
617.0880684488782 3316351.2
617.0871622692623 3249654.8
617.0864951520974 3641045.5
617.0860670973833 4388680.5
617.0858781051202 5324469.0
617.0859281753078 5595279.5
617.0862173079464 5982639.5
617.0867455030359 5961277.5
617.0875127605763 5036976.0
617.0885190805675 3618434.0
617.0897644630096 2267308.2
617.0912489079027 1663090.5
617.0929724152465 1317063.8
617.0949349850415 864063.9
617.0971366172871 844848.06
617.0995773119838 1174877.9
617.1022570691313 1157931.9
617.1051758887297 1047360.75
617.1083337707789 1516102.2
617.1117307152791 1544797.5
617.1153667222302 1737947.6
617.1192417916321 1483507.0
617.123355923485 1383013.2
617.1277091177888 1533505.2
617.1323013745433 2164124.0
617.1371326937488 2738712.8
617.1422030754052 2874817.0
617.1475125195125 3250816.2
617.1530610260706 4230175.5
617.1588485950797 4302186.5
617.1648752265397 4000722.0
617.1711409204505 4368415.5
617.1776456768123 4721942.5
617.1843894956249 4596948.5
617.1913723768885 4600355.5
617.1985943206029 4456992.0
617.2060553267681 4343775.5
617.2137553953843 5103714.0
617.2216945264513 5274640.0
617.2298727199694 5167806.5
617.2382899759382 5329600.0
617.246946294358 3678825.5
617.2558416752286 2832242.5
617.2649761185502 1906348.8
617.2743496243226 1466523.0
617.2839621925459 1042768.44
617.29381382322 906527.25
617.3039045163453 903751.56
617.3142342719211 703521.1
617.3248030899481 676390.75
617.3356109704258 453416.94
617.3466579133545 260952.53
617.357943918734 318708.28
617.3694689865644 233611.6
617.3812331168458 444426.84
617.3932363095779 74372.73
617.4054785647611 117423.31
617.417959882395 362382.12
617.43068026248 559602.75
617.4436397050157 804476.94
617.4568382100024 725825.7
617.47027577744 716400.0
617.4839524073284 928992.75
617.4978680996677 1829344.2
617.512022854458 2463009.0
617.526416671699 3397097.2
617.5410495513911 4640749.5
617.555921493534 4967366.5
617.5710324981277 5737390.5
617.5863825651725 6090740.0
617.601971694668 5314532.5
617.6177998866144 4296940.5
617.6338671410118 3110699.5
617.6501734578601 2328633.8
617.6667188371591 2158814.8
617.6835032789093 2000281.4
617.70052678311 2022523.8
617.7177893497619 2213619.5
617.7352909788646 2496751.2
617.7530316704182 3121913.5
617.7710114244226 3196118.8
617.7892302408779 2906484.0
617.8076881197842 3178599.8
617.8263850611413 3074735.5
617.8453210649494 3659457.0
617.8644961312083 4703375.5
617.8839102599181 6109919.0
617.9035634510788 8135644.0
617.9234557046905 10528515.0
617.9435870207528 11387762.0
617.9639573992663 13069565.0
617.9845668402305 13045265.0
618.0054153436457 11868856.0
618.0265029095117 9648279.0
618.0478295378288 7360812.0
618.0693952285965 4633762.0
618.0911999818152 3106978.8
618.1132437974848 2623307.5
618.1355266756052 2050750.2
618.1580486161766 1893307.0
618.180809619199 1952726.1
618.2038096846721 1709326.9
618.2270488125961 1012583.75
618.2505270029711 1136855.2
618.2742442557969 742631.3
618.2982005710737 721821.56
618.3223959488013 787542.56
618.3468303889798 670344.0
618.3715038916091 940174.25
618.3964164566895 1030285.1
618.4215680842207 648977.2
618.4469587742026 570528.6
618.4725885266356 712545.1
618.4984573415195 833658.25
618.5245652188543 778759.3
618.5509121586398 1156617.5
618.5774981608764 1075044.5
618.6043232255638 934534.4
618.6313873527021 821251.5
618.6586905422912 923854.9
618.6862327943314 1348358.8
618.7140141088223 1841325.0
618.7420344857642 2116021.0
618.7702939251569 2546019.2
618.7987924270005 3350533.8
618.827529991295 4241106.5
618.8565066180404 5452483.0
618.8857223072368 7083704.5
618.915177058884 7936772.0
618.944870872982 9006187.0
618.974803749531 8776613.0
619.004975688531 7365958.0
619.0353866899817 5226552.5
619.0660367538834 3420109.5
619.0969258802359 2651455.2
619.1280540690393 2131980.2
619.1594213202936 2069623.8
619.1910276339989 2220828.8
619.2228730101549 1891943.0
619.2549574487618 1806782.5
619.2872809498198 1482059.9
619.3198435133286 1224550.1
619.3526451392883 1119408.6
619.3856858276988 1289592.8
619.4189655785602 884721.1
619.4524843918725 977120.25
619.4862422676358 697059.6
619.5202392058499 763229.9
619.5544752065149 794109.5
619.5889502696308 676198.75
619.6236643951976 708239.25
619.6586175832152 991015.25
619.6938098336839 892348.25
619.7292411466033 1304493.5
619.7649115219735 1551309.5
619.8008209597948 1814140.5
619.8369694600669 2195772.8
619.8733570227901 3271167.8
619.9099836479638 4191748.8
619.9468493355887 4765301.0
619.9839540856643 5679622.0
620.0212978981909 5732023.0
620.0588807731684 6129820.0
620.0967027105968 6439370.5
620.134763710476 5281154.5
620.1730637728062 3375758.0
620.2116028975872 2223952.0
620.2503810848191 1503077.8
620.2893983345019 1163891.8
620.3286546466355 764660.75
620.3681500212202 884761.1
620.4078844582556 987703.0
620.447857957742 899465.06
620.4880705196792 831792.75
620.5285221440674 789908.4
620.5692128309064 754568.2
620.6101425801965 902603.06
620.6513113919372 928569.7
620.692719266129 592717.25
620.7343662027715 655309.94
620.7762522018651 481649.66
620.8183772634094 554907.4
620.8607413874046 358097.56
620.9033445738509 471317.34
620.9461868227478 716274.3
620.9892681340958 672955.75
621.0325885078946 766556.5
621.0761479441444 810458.5
621.1199464428449 877204.1
621.1639840039965 753418.6
621.2082606275989 678910.94
621.2527763136521 791622.5
621.2975310621563 947651.25
621.3425248731114 859819.0
621.3877577465173 951868.0
621.4332296823742 924162.9
621.478940680682 809386.4
621.5248907414405 1025674.94
621.5710798646501 915718.44
621.6175080503104 755556.5
621.6641752984218 653459.25
621.7110816089839 794428.4
621.758226981997 719819.75
621.8056114174609 819046.2
621.8532349153759 745523.6
621.9010974757415 666329.44
621.9491990985582 816003.4
621.9975397838257 693860.1
622.0461195315442 805013.9
622.0949383417135 841710.06
622.1439962143336 800586.1
622.1932931494047 1148718.6
622.2428291469266 1492057.2
622.2926042068996 1667327.5
622.3426183293233 1441012.0
622.392871514198 1543300.8
622.4433637615234 1464733.1
622.4940950713 1154099.9
622.5450654435272 920235.94
622.5962748782055 1226050.8
622.6477233753345 1158715.8
622.6994109349146 1157736.8
622.7513375569454 1401922.4
622.8035032414273 1466081.9
622.8559079883598 865821.9
622.9085517977434 1045225.75
622.9614346695778 1308572.0
