string
description: [1.350e-02 2.130e+00 1.338e+03 3.713e+00 2.479e+03 0.000e+00] RZPA9-S3_105ms
file210315_PM052502.tif back:data/stray_light/945ms_strayl roi list:[0, 380, 1730, 1670]
nm eV counts/s
1.884063959121704 658.0678100585938 131547.71875
1.883592128753662 658.232666015625 104262.015625
1.8831202983856201 658.3976440429688 113128.1640625
1.8826484680175781 658.5626220703125 112928.046875
1.8821767568588257 658.7277221679688 105779.6484375
1.8817051649093628 658.892822265625 102025.359375
1.8812334537506104 659.0579833984375 99933.8359375
1.8807618618011475 659.2232666015625 99136.7890625
1.8802902698516846 659.3886108398438 101414.03125
1.8798187971115112 659.553955078125 107458.609375
1.879347324371338 659.7194213867188 108434.1484375
1.8788758516311646 659.885009765625 109340.53125
1.8784044981002808 660.050537109375 120715.015625
1.877933144569397 660.2162475585938 109160.015625
1.8774617910385132 660.3820190429688 101291.015625
1.876990556716919 660.5477905273438 107298.6875
1.8765192031860352 660.7136840820312 128207.21875
1.8760480880737305 660.879638671875 124744.046875
1.8755768537521362 661.045654296875 126978.8984375
1.8751057386398315 661.2117919921875 123307.1484375
1.8746346235275269 661.3778686523438 122741.4921875
1.8741636276245117 661.544189453125 121059.296875
1.8736926317214966 661.71044921875 117471.3125
1.8732216358184814 661.8768310546875 113996.3515625
1.8727507591247559 662.0432739257812 118029.234375
1.8722798824310303 662.209716796875 124278.0859375
1.8718090057373047 662.3763427734375 122519.9453125
1.871338129043579 662.5430297851562 111036.140625
1.870867371559143 662.709716796875 103253.234375
1.8703967332839966 662.87646484375 112348.9453125
1.8699259757995605 663.0433349609375 111823.890625
1.869455337524414 663.2102661132812 104711.984375
1.8689846992492676 663.3772583007812 118669.4296875
1.8685141801834106 663.5443115234375 107049.1171875
1.8680436611175537 663.7114868164062 107297.71875
1.8675731420516968 663.8787231445312 119605.8828125
1.8671026229858398 664.0460205078125 134887.65625
1.8666322231292725 664.2133178710938 125123.6328125
1.8661619424819946 664.3806762695312 123161.7421875
1.8656915426254272 664.5482177734375 111509.3203125
1.8652212619781494 664.7156982421875 119155.1875
1.8647509813308716 664.8833618164062 117482.4375
1.8642808198928833 665.0510864257812 122613.7265625
1.863810658454895 665.2188110351562 121503.3203125
1.8633404970169067 665.38671875 116446.3515625
1.8628703355789185 665.5546264648438 121257.4375
1.8624002933502197 665.7225952148438 122445.0625
1.8619303703308105 665.890625 123380.265625
1.8614603281021118 666.0587768554688 123136.6953125
1.8609904050827026 666.2269287109375 122952.7578125
1.8605204820632935 666.395263671875 116311.4609375
1.8600506782531738 666.5635375976562 112924.1953125
1.8595808744430542 666.73193359375 105573.7265625
1.8591110706329346 666.9004516601562 109939.0703125
1.858641266822815 667.0689697265625 121805.4921875
1.8581715822219849 667.2376098632812 101122.5546875
1.8577018976211548 667.4063110351562 107440.109375
1.8572323322296143 667.5750732421875 101429.34375
1.8567627668380737 667.743896484375 105200.9921875
1.8562932014465332 667.9127807617188 107881.1171875
1.8558237552642822 668.0817260742188 112954.546875
1.8553541898727417 668.2508544921875 102878.8046875
1.8548848628997803 668.419921875 114973.96875
1.8544154167175293 668.589111328125 107332.921875
1.8539460897445679 668.7583618164062 117468.6015625
1.8534767627716064 668.927734375 119224.28125
1.8530075550079346 669.0971069335938 113364.2734375
1.8525383472442627 669.2665405273438 118779.4921875
1.8520691394805908 669.4361572265625 118765.390625
1.851599931716919 669.6057739257812 116114.1640625
1.8511308431625366 669.7754516601562 124042.515625
1.8506617546081543 669.9451904296875 115197.015625
1.8501927852630615 670.114990234375 121369.5
1.8497238159179688 670.284912109375 111044.4765625
1.849254846572876 670.4548950195312 117376.65625
1.8487858772277832 670.625 115819.2890625
1.84831702709198 670.7951049804688 113440.140625
1.8478481769561768 670.9652709960938 111894.8984375
1.847379446029663 671.1355590820312 133822.4375
1.8469107151031494 671.3058471679688 135243.890625
1.8464419841766357 671.4762573242188 139230.15625
1.845973253250122 671.6467895507812 138621.265625
1.845504641532898 671.8173217773438 137750.578125
1.8450360298156738 671.9879150390625 142351.703125
1.8445675373077393 672.1586303710938 139066.484375
1.8440990447998047 672.3294067382812 119490.3671875
1.8436305522918701 672.500244140625 122559.90625
1.8431620597839355 672.6712036132812 128347.609375
1.8426936864852905 672.8421630859375 120096.78125
1.8422253131866455 673.01318359375 112249.6171875
1.84175705909729 673.184326171875 110488.3046875
1.8412888050079346 673.3555297851562 113137.71875
1.840820550918579 673.5267944335938 119388.21875
1.8403522968292236 673.6981811523438 114631.640625
1.8398841619491577 673.8695678710938 117529.6328125
1.8394160270690918 674.0410766601562 112036.0
1.8389480113983154 674.2125854492188 117521.1484375
1.838479995727539 674.38427734375 121236.9140625
1.8380119800567627 674.5559692382812 115686.03125
1.8375439643859863 674.727783203125 125460.984375
1.8370760679244995 674.8995971679688 122076.890625
1.8366081714630127 675.0715942382812 113314.5078125
1.8361403942108154 675.2435302734375 113747.859375
1.8356724977493286 675.4157104492188 121875.6953125
1.835204839706421 675.5877685546875 113074.8671875
1.8347370624542236 675.760009765625 110974.1171875
1.834269404411316 675.9323120117188 110723.8828125
1.8338017463684082 676.1046752929688 109458.6328125
1.83333420753479 676.277099609375 118040.1328125
1.8328665494918823 676.4496459960938 113945.6171875
1.8323991298675537 676.6221923828125 106269.4453125
1.8319315910339355 676.794921875 109573.1484375
1.831464171409607 676.9676513671875 119811.2890625
1.8309967517852783 677.1404418945312 113060.328125
1.8305293321609497 677.3133544921875 108484.78125
1.8300620317459106 677.486328125 108813.9140625
1.8295947313308716 677.6593627929688 124697.53125
1.829127550125122 677.8323974609375 117173.4375
1.8286603689193726 678.005615234375 120488.953125
1.828193187713623 678.1788330078125 113079.734375
1.8277260065078735 678.3521728515625 111549.1171875
1.8272589445114136 678.5255737304688 131295.59375
1.8267918825149536 678.6990966796875 131774.484375
1.8263249397277832 678.8726196289062 115810.6015625
1.8258578777313232 679.0462646484375 110809.1171875
1.8253909349441528 679.219970703125 107377.21875
1.824924111366272 679.3936767578125 119516.0234375
1.8244572877883911 679.5675659179688 112726.265625
1.8239904642105103 679.741455078125 119715.0390625
1.8235236406326294 679.91552734375 122434.765625
1.823056936264038 680.0895385742188 114590.796875
1.8225902318954468 680.263671875 127271.3515625
1.822123646736145 680.4379272460938 125911.7734375
1.8216569423675537 680.6121826171875 128620.765625
1.821190357208252 680.7865600585938 129690.2578125
1.8207238912582397 680.9609985351562 129179.640625
1.8202574253082275 681.135498046875 129842.1953125
1.8197909593582153 681.3101196289062 127358.53125
1.8193244934082031 681.4848022460938 133184.796875
1.8188581466674805 681.6595458984375 121128.515625
1.8183917999267578 681.8343505859375 125887.8046875
1.8179255723953247 682.0092163085938 115872.5078125
1.817459225654602 682.1842041015625 124387.65625
1.816992998123169 682.3592529296875 120166.6015625
1.8165268898010254 682.5343627929688 105156.5078125
1.8160607814788818 682.7095336914062 108899.65625
1.8155946731567383 682.884765625 116045.578125
1.8151285648345947 683.0601196289062 116748.34375
1.8146625757217407 683.2355346679688 129604.4140625
1.8141965866088867 683.4110107421875 130615.984375
1.8137305974960327 683.5866088867188 120680.8046875
1.8132647275924683 683.7622680664062 121944.5859375
1.8127988576889038 683.93798828125 121478.4765625
1.812333106994629 684.1137084960938 128367.0078125
1.8118672370910645 684.2896118164062 126415.6015625
1.811401605606079 684.4655151367188 117676.5625
1.8109358549118042 684.6415405273438 116770.625
1.8104702234268188 684.817626953125 121196.34375
