string
description: [ 1.35000e-02  2.13000e+00  2.07426e+03  3.62000e+00  2.57500e+03
 -2.74000e+02] RZPA9 -S2
file210205_PM021552.tif back:data/strayLight_Fe_3x945ms_ roi list:[0, 222, 2048, 1401]
nm eV counts
2.823047637939453 439.1856384277344 1024823.5
2.8223514556884766 439.2939453125 1057941.0
2.8216552734375 439.4023742675781 1080477.75
2.8209590911865234 439.51080322265625 1098331.375
2.820262908935547 439.6192626953125 1124217.625
2.8195669651031494 439.7278137207031 1144330.125
2.818871021270752 439.83636474609375 1168545.5
2.8181750774383545 439.9449768066406 1181167.125
2.817479133605957 440.05364990234375 1159217.75
2.8167834281921387 440.162353515625 1098213.25
2.816087484359741 440.2711181640625 1009655.25
2.815391778945923 440.3799133300781 884495.25
2.8146963119506836 440.48870849609375 745406.625
2.8140006065368652 440.5976257324219 603032.8125
2.813305139541626 440.7065124511719 490661.125
2.8126096725463867 440.81549072265625 406172.4375
2.8119142055511475 440.924560546875 345012.78125
2.8112189769744873 441.0335998535156 306636.15625
2.810523509979248 441.1427307128906 290349.03125
2.809828281402588 441.2518615722656 285199.40625
2.809133291244507 441.3610534667969 279787.84375
2.8084380626678467 441.4703063964844 282721.5
2.8077430725097656 441.57958984375 290852.15625
2.8070480823516846 441.68890380859375 298875.1875
2.8063530921936035 441.79827880859375 300068.8125
2.8056581020355225 441.9077453613281 301345.3125
2.8049633502960205 442.01715087890625 305278.15625
2.8042685985565186 442.1266784667969 307517.5625
2.8035738468170166 442.2362365722656 303212.40625
2.8028790950775146 442.3458557128906 309070.75
2.802184581756592 442.45550537109375 314503.875
2.80148983001709 442.5652160644531 320597.5625
2.800795316696167 442.67498779296875 347450.25
2.8001010417938232 442.7846984863281 386172.59375
2.7994065284729004 442.8945617675781 420358.75
2.7987122535705566 443.00445556640625 444590.5625
2.798017978668213 443.1143798828125 460724.0625
2.797323703765869 443.2243347167969 470335.09375
2.7966296672821045 443.3343505859375 460837.8125
2.79593563079834 443.44439697265625 432319.96875
2.795241355895996 443.55450439453125 396356.25
2.7945475578308105 443.6646423339844 357126.71875
2.793853521347046 443.7748718261719 324599.8125
2.7931597232818604 443.8851013183594 302699.71875
2.792465925216675 443.9953918457031 289972.0625
2.7917721271514893 444.105712890625 282956.96875
2.7910783290863037 444.21612548828125 282104.375
2.7903847694396973 444.3265380859375 288389.84375
2.789691209793091 444.4369812011719 289036.75
2.7889976501464844 444.5475158691406 296145.6875
2.788304090499878 444.6580810546875 314227.59375
2.7876107692718506 444.7687072753906 343795.75
2.7869174480438232 444.87933349609375 383740.09375
2.786224126815796 444.9900207519531 423883.1875
2.7855308055877686 445.1007995605469 468155.71875
2.7848377227783203 445.2115478515625 510027.9375
2.784144401550293 445.32244873046875 532324.125
2.7834513187408447 445.4333190917969 540711.125
2.7827584743499756 445.5442199707031 527666.6875
2.7820653915405273 445.6552429199219 501697.25
2.781372547149658 445.7662353515625 473264.125
2.780679702758789 445.8772888183594 447209.59375
2.77998685836792 445.9884338378906 427390.375
2.779294013977051 446.099609375 404420.125
2.7786014080047607 446.2108154296875 378637.03125
2.7779088020324707 446.3220520019531 352796.875
2.7772161960601807 446.4333801269531 336843.09375
2.7765238285064697 446.5447082519531 349219.875
2.7758312225341797 446.6560974121094 382604.53125
2.7751388549804688 446.7675476074219 444060.78125
2.774446487426758 446.8790283203125 525031.5625
2.773754358291626 446.99053955078125 614738.4375
2.773061990737915 447.1021423339844 709520.5625
2.772369861602783 447.2137451171875 783643.375
2.7716777324676514 447.3254699707031 820933.6875
2.7709858417510986 447.4371643066406 812856.8125
2.770293712615967 447.5489501953125 773087.9375
2.769601821899414 447.6607360839844 706413.625
2.7689099311828613 447.7726135253906 620492.6875
2.7682180404663086 447.884521484375 529879.5
2.767526388168335 447.9964599609375 459634.59375
2.7668344974517822 448.1084899902344 412347.40625
2.7661428451538086 448.2204895019531 386585.0625
2.765451431274414 448.33258056640625 381749.96875
2.7647597789764404 448.4447326660156 397989.40625
2.764068365097046 448.5569152832031 443410.09375
2.7633769512176514 448.6691589355469 525950.25
2.762685537338257 448.78143310546875 655357.4375
2.7619941234588623 448.893798828125 815296.1875
2.761302947998047 449.0061340332031 995096.25
2.7606117725372314 449.1185607910156 1183425.125
2.759920597076416 449.23101806640625 1336594.75
2.7592294216156006 449.34356689453125 1438728.25
2.7585384845733643 449.4560852050781 1459773.25
2.757847547531128 449.5686950683594 1402474.375
2.7571566104888916 449.6813659667969 1269748.375
2.7564656734466553 449.7940979003906 1087965.5
2.755774974822998 449.9068298339844 901096.5
2.755084276199341 450.0196228027344 740766.5
2.7543935775756836 450.1324462890625 615493.5
2.7537028789520264 450.245361328125 536323.0625
2.753012180328369 450.35833740234375 483215.875
2.752321720123291 450.4713134765625 455444.9375
2.751631259918213 450.5843505859375 435508.15625
2.7509407997131348 450.6974182128906 412985.6875
2.7502505779266357 450.810546875 391529.875
2.7495603561401367 450.9237060546875 368523.8125
2.7488701343536377 451.0369567871094 349024.4375
2.7481799125671387 451.15020751953125 336307.34375
2.7474896907806396 451.2635498046875 330672.96875
2.7467997074127197 451.37689208984375 321245.84375
2.7461097240448 451.4903259277344 316390.15625
2.74541974067688 451.6037902832031 311904.9375
2.74472975730896 451.7173156738281 309517.40625
2.744040012359619 451.83087158203125 308692.40625
2.7433502674102783 451.9444580078125 318881.65625
2.7426605224609375 452.05810546875 332635.15625
2.7419707775115967 452.1718444824219 353695.34375
2.741281270980835 452.28558349609375 379878.4375
2.7405917644500732 452.39935302734375 402276.9375
2.7399022579193115 452.5132141113281 422298.40625
2.73921275138855 452.62713623046875 440224.5
2.738523244857788 452.7410888671875 457222.1875
2.7378339767456055 452.85504150390625 466971.96875
2.737144708633423 452.9690856933594 480368.75
2.7364556789398193 453.0831604003906 483923.84375
2.7357664108276367 453.19732666015625 487183.0
2.735077381134033 453.3114929199219 494972.34375
2.7343883514404297 453.42572021484375 498019.1875
2.733699321746826 453.53997802734375 499560.84375
2.7330102920532227 453.6543273925781 495080.375
2.7323215007781982 453.7686767578125 483573.875
2.731632709503174 453.88311767578125 472277.0625
2.7309439182281494 453.9975891113281 461957.90625
2.730255126953125 454.11212158203125 454381.03125
2.7295665740966797 454.2266845703125 444136.0
2.7288780212402344 454.3412780761719 445863.90625
2.728189468383789 454.4559631347656 457185.90625
2.7275009155273438 454.5706787109375 462040.5625
2.7268126010894775 454.6854248046875 461605.96875
2.7261242866516113 454.80023193359375 454118.625
2.725435972213745 454.91510009765625 443433.40625
2.724747657775879 455.030029296875 432143.6875
2.724059581756592 455.14495849609375 413650.8125
2.7233715057373047 455.2599182128906 399342.4375
2.7226834297180176 455.375 392140.4375
2.7219953536987305 455.4901123046875 388220.65625
2.7213072776794434 455.60528564453125 371858.34375
2.7206194400787354 455.7204895019531 355543.1875
2.7199316024780273 455.835693359375 335719.0
2.7192437648773193 455.9510192871094 327714.0
2.7185561656951904 456.06634521484375 310495.375
2.7178683280944824 456.1817932128906 297776.4375
2.7171807289123535 456.2972106933594 292487.3125
2.7164931297302246 456.4127197265625 284384.03125
2.715805768966675 456.5281982421875 282232.5
2.715118408203125 456.643798828125 282956.125
2.714430809020996 456.7594909667969 283998.03125
2.7137436866760254 456.8751220703125 280564.34375
2.7130563259124756 456.9908752441406 283765.90625
2.712368965148926 457.1066589355469 287026.125
2.711681842803955 457.2225036621094 291796.75
2.7109947204589844 457.3384094238281 294637.75
2.7103078365325928 457.45428466796875 312985.0
2.709620714187622 457.5703125 327598.15625
2.7089338302612305 457.68634033203125 332270.03125
2.708246946334839 457.8023986816406 341023.75
2.7075600624084473 457.9185485839844 340373.09375
2.7068734169006348 458.0346984863281 338097.84375
2.7061867713928223 458.15093994140625 333147.0625
2.7055001258850098 458.2672119140625 335217.34375
2.7048134803771973 458.3835144042969 340246.65625
2.7041268348693848 458.49993896484375 343954.0
2.7034404277801514 458.6163330078125 356727.71875
2.702754020690918 458.7328186035156 372317.59375
2.7020676136016846 458.849365234375 396266.75
2.7013814449310303 458.9659118652344 421194.25
2.700695037841797 459.0825500488281 451200.1875
2.7000088691711426 459.19921875 496390.03125
2.6993227005004883 459.31597900390625 535918.0
2.698636770248413 459.4327087402344 582313.3125
2.697950601577759 459.5495300292969 616812.4375
2.6972646713256836 459.6664123535156 625295.375
2.6965787410736084 459.7833251953125 610313.5625
2.695892810821533 459.9002990722656 580835.8125
2.695207118988037 460.017333984375 542415.3125
2.694521427154541 460.1343994140625 494172.625
2.693835735321045 460.25152587890625 452026.625
2.693150043487549 460.36871337890625 413419.9375
2.692464590072632 460.48590087890625 371803.40625
2.6917788982391357 460.60321044921875 350480.53125
2.6910934448242188 460.72052001953125 338989.21875
2.690408229827881 460.8378601074219 338050.0
2.689722776412964 460.9552917480469 344842.65625
2.689037561416626 461.07275390625 360307.6875
2.688352346420288 461.1902770996094 381595.53125
2.68766713142395 461.307861328125 397425.46875
2.6869819164276123 461.4255065917969 409136.5625
2.6862969398498535 461.54315185546875 408572.3125
2.6856119632720947 461.6608581542969 395424.96875
2.684926986694336 461.7786560058594 367175.8125
2.6842422485351562 461.8964538574219 335650.21875
2.6835572719573975 462.01434326171875 316261.5
2.6828725337982178 462.1322937011719 301665.46875
2.682187795639038 462.250244140625 300029.78125
2.6815030574798584 462.3682861328125 314162.875
2.680818557739258 462.4863586425781 339073.75
2.6801340579986572 462.6044616699219 376532.1875
2.6794495582580566 462.7226257324219 412736.59375
2.678765058517456 462.84088134765625 447873.1875
2.6780807971954346 462.9591369628906 478020.9375
2.677396535873413 463.07745361328125 514196.8125
2.6767122745513916 463.1958312988281 534948.625
2.67602801322937 463.3143005371094 537666.6875
2.6753437519073486 463.4327697753906 524865.6875
2.6746597290039062 463.5513000488281 517815.53125
2.673975706100464 463.66986083984375 493923.5625
2.6732916831970215 463.78851318359375 454191.46875
2.672607898712158 463.90716552734375 415727.1875
2.671923875808716 464.02593994140625 383757.59375
2.6712400913238525 464.1446838378906 356056.40625
2.6705563068389893 464.2635498046875 335863.125
2.669872760772705 464.3824157714844 334795.59375
2.669188976287842 464.5013732910156 344640.09375
2.6685054302215576 464.620361328125 364669.625
2.6678218841552734 464.7394104003906 377861.9375
2.6671385765075684 464.85845947265625 383574.28125
2.666455030441284 464.9776306152344 385560.90625
2.665771722793579 465.0968322753906 385614.78125
2.665088415145874 465.216064453125 374221.25
2.664405345916748 465.3353271484375 351060.5625
2.663722038269043 465.4547119140625 325228.21875
2.663038969039917 465.5740966796875 301698.84375
2.662355899810791 465.69354248046875 283670.6875
2.661672830581665 465.8130798339844 282196.90625
2.660989999771118 465.9326171875 290672.125
2.660306930541992 466.0522155761719 313777.59375
2.6596240997314453 466.171875 350072.21875
2.6589415073394775 466.2915344238281 390575.96875
2.6582586765289307 466.4113464355469 411261.0625
2.657576084136963 466.5311279296875 411717.3125
2.656893491744995 466.6510009765625 393893.90625
2.6562108993530273 466.7709045410156 365557.15625
2.6555283069610596 466.8908996582031 323407.5625
2.654845952987671 467.0108947753906 281322.125
2.6541635990142822 467.1309509277344 234902.71875
2.6534812450408936 467.2510681152344 190736.984375
2.652798891067505 467.3712463378906 161992.640625
2.6521167755126953 467.491455078125 144485.890625
2.6514346599578857 467.6117248535156 132846.015625
2.650752544403076 467.7320556640625 124087.9765625
2.6500704288482666 467.8524475097656 117168.765625
2.649388551712036 467.9728698730469 113475.40625
2.6487064361572266 468.0933837890625 113120.1875
2.648024559020996 468.21392822265625 114584.2265625
2.6473429203033447 468.3345031738281 115514.796875
2.6466610431671143 468.45513916015625 118348.765625
2.645979404449463 468.5758056640625 117977.0546875
2.6452977657318115 468.6965637207031 121890.1796875
2.64461612701416 468.8173522949219 122711.8984375
2.643934726715088 468.9382019042969 127124.5859375
2.6432530879974365 469.05914306640625 129455.0859375
2.6425716876983643 469.1800537109375 130702.5625
2.641890287399292 469.30108642578125 126470.7265625
2.641209125518799 469.422119140625 119970.1484375
2.6405279636383057 469.543212890625 116121.90625
2.6398465633392334 469.6643981933594 116460.84375
2.6391656398773193 469.78558349609375 116087.5
2.638484477996826 469.9068908691406 112939.75
2.637803554534912 470.0281677246094 114325.078125
2.637122392654419 470.1495666503906 117119.546875
2.636441707611084 470.27093505859375 125972.5625
2.63576078414917 470.3924560546875 133205.265625
2.635079860687256 470.5140075683594 140261.546875
2.634399175643921 470.63555908203125 148308.578125
2.633718490600586 470.7572326660156 159934.015625
2.63303804397583 470.87884521484375 164998.296875
2.632357358932495 471.0006408691406 169904.09375
2.6316769123077393 471.1224060058594 171532.234375
2.6309964656829834 471.2442626953125 171313.09375
2.6303160190582275 471.36614990234375 165574.375
2.629635810852051 471.4880676269531 158331.984375
2.628955364227295 471.6101379394531 151124.875
2.628275156021118 471.732177734375 149042.46875
2.6275949478149414 471.85430908203125 146328.5
2.6269149780273438 471.9764404296875 147572.859375
2.626235008239746 472.0986328125 147453.1875
2.6255548000335693 472.220947265625 145781.203125
2.624875068664551 472.3432312011719 147754.140625
2.624195098876953 472.4656066894531 154966.8125
2.6235153675079346 472.5880432128906 161218.484375
2.622835397720337 472.7105712890625 165599.390625
2.6221559047698975 472.8330383300781 170691.140625
2.621476173400879 472.95562744140625 169518.96875
2.6207966804504395 473.0782470703125 163796.828125
2.620116949081421 473.2010192871094 153876.75
2.6194374561309814 473.3237609863281 141668.09375
2.618758201599121 473.446533203125 133557.046875
2.6180787086486816 473.56939697265625 125098.6015625
2.6173994541168213 473.6922912597656 117120.3671875
2.616720199584961 473.81524658203125 116498.9921875
2.6160409450531006 473.9382629394531 116412.1015625
2.6153619289398193 474.0613098144531 118039.7265625
2.614682674407959 474.1844787597656 121037.6015625
2.6140036582946777 474.3076477050781 123008.8125
2.6133248805999756 474.43084716796875 126056.765625
2.6126458644866943 474.55413818359375 129222.9921875
2.611967086791992 474.6774597167969 132931.65625
2.61128830909729 474.8008728027344 137259.71875
2.610609531402588 474.92431640625 140740.96875
2.6099307537078857 475.0478210449219 141978.453125
2.6092522144317627 475.17138671875 145321.015625
2.6085736751556396 475.29498291015625 152571.15625
2.6078951358795166 475.41864013671875 158766.796875
2.6072165966033936 475.5423889160156 170974.890625
2.6065382957458496 475.6661071777344 181494.90625
2.6058599948883057 475.7899169921875 189907.453125
2.6051816940307617 475.913818359375 195165.859375
2.6045033931732178 476.03778076171875 196031.890625
2.603825330734253 476.1617431640625 187304.515625
2.603147029876709 476.2857971191406 170896.765625
2.602468967437744 476.4098815917969 156848.359375
2.6017911434173584 476.5340270996094 146559.0
2.6011130809783936 476.658203125 144260.71875
2.600435256958008 476.782470703125 141436.9375
2.599757432937622 476.90679931640625 142865.25
2.5990796089172363 477.0311584472656 150689.78125
2.5984020233154297 477.1555480957031 158337.5
2.597724199295044 477.28009033203125 164941.921875
2.5970466136932373 477.4045715332031 171252.984375
2.5963690280914307 477.5291748046875 180029.609375
2.595691680908203 477.6537780761719 184143.78125
2.5950140953063965 477.77850341796875 189741.1875
2.594336748123169 477.9032287597656 195307.71875
2.5936594009399414 478.028076171875 198657.34375
2.592982292175293 478.1528625488281 197910.0
2.5923049449920654 478.27783203125 191560.046875
2.591627836227417 478.40277099609375 188794.171875
2.5909507274627686 478.52783203125 181499.3125
2.590273857116699 478.6528625488281 174282.234375
2.589596748352051 478.7779846191406 163944.03125
2.5889198780059814 478.9031982421875 152941.0625
2.588243007659912 479.0284118652344 146534.015625
2.5875661373138428 479.1537170410156 136192.8125
2.5868895053863525 479.2790832519531 131290.890625
2.5862128734588623 479.4044494628906 128723.140625
2.585536241531372 479.5299072265625 127809.5859375
2.584859609603882 479.65545654296875 127707.8359375
2.5841829776763916 479.7810363769531 131522.453125
2.5835065841674805 479.9066467285156 139483.234375
2.5828301906585693 480.0323181152344 145601.609375
2.582153797149658 480.1580505371094 152913.875
2.581477642059326 480.2838439941406 157158.75
2.580801248550415 480.40972900390625 161169.234375
2.580125093460083 480.5356140136719 161042.21875
2.579448938369751 480.66156005859375 163170.375
2.578773021697998 480.78753662109375 165335.671875
2.578096866607666 480.91363525390625 164829.796875
2.577420949935913 481.0397644042969 157686.875
2.57674503326416 481.1659240722656 148046.515625
2.5760693550109863 481.2921447753906 139018.71875
2.5753934383392334 481.41845703125 132514.9375
2.5747177600860596 481.5447998046875 131868.546875
2.5740420818328857 481.67120361328125 128265.6328125
2.573366403579712 481.79766845703125 125890.875
2.572690963745117 481.9241638183594 130037.421875
2.5720155239105225 482.05072021484375 135960.96875
2.5713400840759277 482.1773681640625 137968.234375
2.570664644241333 482.3040466308594 137985.71875
2.5699892044067383 482.4308166503906 139733.15625
2.5693140029907227 482.5575866699219 142396.546875
2.568638801574707 482.6844482421875 139599.703125
2.5679636001586914 482.81134033203125 138747.015625
2.567288637161255 482.9382629394531 137576.578125
2.5666134357452393 483.0653381347656 144286.015625
2.5659384727478027 483.1924133300781 154406.4375
2.565263509750366 483.3195495605469 161433.453125
2.564588785171509 483.4466857910156 170182.359375
2.5639138221740723 483.573974609375 178813.265625
2.563239097595215 483.7012634277344 178140.703125
2.5625643730163574 483.82861328125 173040.390625
2.561889886856079 483.95599365234375 165594.859375
2.5612151622772217 484.08349609375 161469.828125
2.5605406761169434 484.21099853515625 156511.421875
2.559866189956665 484.3385925292969 152968.15625
2.559191942214966 484.4661865234375 149541.46875
2.5585174560546875 484.5939025878906 151889.578125
2.5578432083129883 484.7216491699219 155337.671875
2.557168960571289 484.8494567871094 155210.90625
2.55649471282959 484.9773254394531 150673.90625
2.5558207035064697 485.105224609375 139243.453125
2.5551464557647705 485.2332458496094 130809.4296875
2.5544724464416504 485.36126708984375 121270.40625
2.5537986755371094 485.48931884765625 108498.5
2.5531246662139893 485.61749267578125 97099.5
2.5524508953094482 485.74566650390625 90048.53125
2.5517771244049072 485.8739318847656 89157.40625
2.551103353500366 486.0022277832031 92403.6171875
2.550429582595825 486.1306457519531 93404.8828125
2.5497560501098633 486.2590637207031 95746.75
2.5490825176239014 486.3875427246094 99550.8515625
2.5484089851379395 486.51611328125 101331.75
2.5477354526519775 486.64471435546875 102524.6796875
2.5470621585845947 486.7733459472656 109356.90625
2.546388864517212 486.90203857421875 113455.359375
2.545715570449829 487.0308532714844 113457.2109375
2.5450422763824463 487.15966796875 112561.7578125
2.5443692207336426 487.2885437011719 112444.78125
2.5436959266662598 487.4175109863281 112071.265625
2.543022871017456 487.5465087890625 109124.65625
2.5423500537872314 487.6755676269531 107385.7890625
2.5416769981384277 487.8047180175781 103794.8125
2.541004180908203 487.9338684082031 103378.0078125
2.5403313636779785 488.0630798339844 96555.25
2.539658546447754 488.1923828125 90717.8359375
2.5389859676361084 488.32171630859375 87677.25
2.538313150405884 488.4511413574219 85925.6328125
2.5376405715942383 488.5805969238281 88497.4765625
2.5369679927825928 488.7101135253906 91150.0078125
2.5362956523895264 488.8396911621094 90779.921875
2.53562331199646 488.96929931640625 99416.140625
2.5349507331848145 489.0990295410156 108517.09375
2.534278631210327 489.228759765625 119021.65625
2.5336062908172607 489.35858154296875 131758.65625
2.5329339504241943 489.48846435546875 140456.375
2.532261848449707 489.618408203125 149571.140625
2.5315897464752197 489.7483825683594 153725.375
2.5309178829193115 489.87835693359375 155349.359375
2.530245780944824 490.00848388671875 153630.65625
2.529573917388916 490.1386413574219 140141.46875
2.528902053833008 490.2688903808594 125010.859375
2.5282301902770996 490.399169921875 111752.3359375
2.5275585651397705 490.52947998046875 101321.5625
2.5268869400024414 490.65985107421875 92573.328125
2.5262153148651123 490.7903137207031 87272.4765625
2.525543689727783 490.92083740234375 88736.8203125
2.524872064590454 491.0513916015625 89384.796875
2.524200677871704 491.1820068359375 88218.1484375
2.523529291152954 491.3127136230469 91973.5625
2.522857904434204 491.44342041015625 94468.96875
2.522186756134033 491.57421875 96539.625
2.521515369415283 491.7051086425781 93486.3671875
2.5208442211151123 491.83599853515625 93552.828125
2.5201730728149414 491.9670104980469 95702.2265625
2.5195021629333496 492.0979919433594 100044.4765625
2.5188310146331787 492.2291259765625 103632.2734375
2.518160104751587 492.3602600097656 109333.7890625
2.517489194869995 492.4914855957031 118323.4921875
2.5168185234069824 492.6227111816406 123055.0390625
2.5161476135253906 492.7540588378906 126676.734375
2.515476942062378 492.88543701171875 132091.75
2.5148062705993652 493.01690673828125 134424.609375
2.5141358375549316 493.1483459472656 134279.21875
2.513465166091919 493.27996826171875 132700.109375
2.5127947330474854 493.41156005859375 132393.65625
2.5121243000030518 493.5432434082031 131266.234375
2.511453866958618 493.6750183105469 130841.0078125
2.5107836723327637 493.8067626953125 133660.125
2.51011323928833 493.93865966796875 138936.578125
2.5094430446624756 494.0705871582031 141528.1875
2.508772850036621 494.20257568359375 137651.703125
2.5081028938293457 494.3345642089844 136114.0625
2.5074329376220703 494.4666442871094 139045.625
2.506762981414795 494.5987854003906 140916.53125
2.5060930252075195 494.7310485839844 137650.875
2.505423069000244 494.8633117675781 136173.71875
2.504753351211548 494.9956359863281 130056.53125
2.5040836334228516 495.1280212402344 127978.171875
2.5034139156341553 495.2604675292969 129656.703125
2.502744197845459 495.3929748535156 136025.5625
2.502074718475342 495.52557373046875 135873.203125
2.5014052391052246 495.658203125 134657.171875
2.5007357597351074 495.7908935546875 135882.96875
2.5000662803649902 495.92364501953125 138754.703125
2.499396800994873 496.0564880371094 135327.21875
2.498727560043335 496.1893310546875 131425.453125
2.498058319091797 496.322265625 125906.5234375
2.497389078140259 496.4552917480469 116072.9375
2.4967200756073 496.58831787109375 107999.9375
2.496051073074341 496.7214050292969 100096.7421875
2.495382070541382 496.8545837402344 98922.875
2.494713068008423 496.98779296875 93983.4921875
2.494044065475464 497.12109375 91538.015625
2.493375301361084 497.25445556640625 91890.4609375
2.492706537246704 497.3878479003906 90761.625
2.492037773132324 497.5213317871094 88059.1875
2.4913692474365234 497.65484619140625 86491.546875
2.4907004833221436 497.7884826660156 91504.1171875
2.4900319576263428 497.9220886230469 93026.2421875
2.489363431930542 498.0558166503906 98101.875
2.4886951446533203 498.1895751953125 96964.515625
2.4880266189575195 498.3234558105469 100838.1796875
2.487358331680298 498.4573059082031 105622.4296875
2.486690044403076 498.5912780761719 110647.3984375
2.4860219955444336 498.72528076171875 115338.046875
2.485353708267212 498.8593444824219 116909.3203125
2.4846856594085693 498.9934997558594 116955.2890625
2.4840176105499268 499.1277160644531 118867.609375
2.483349561691284 499.261962890625 122917.1328125
2.4826817512512207 499.3962707519531 122395.1953125
2.4820139408111572 499.5306091308594 122003.625
2.4813458919525146 499.6651306152344 122591.859375
2.4806783199310303 499.799560546875 120042.75
2.480010509490967 499.9341735839844 119860.671875
2.4793429374694824 500.0687561035156 120729.5390625
2.478675365447998 500.2034606933594 121540.03125
2.4780077934265137 500.33819580078125 126784.0078125
2.4773402214050293 500.4730529785156 126737.140625
2.476672887802124 500.6078796386719 124037.6328125
2.4760055541992188 500.7428283691406 122209.34375
2.4753382205963135 500.8778076171875 118974.8671875
2.4746711254119873 501.0128173828125 115341.953125
