string
description: [ 1.350e-02  2.130e+00  4.150e+03  3.660e+00  2.575e+03 -1.470e+02] RZPA9-S1
file210205_PM023351.tif back:data/strayLight_Fe_3x945ms_ roi list:[0, 222, 2048, 1401]
nm eV counts
5.802265167236328 213.68240356445312 1061644.5
5.8008599281311035 213.73416137695312 1068101.625
5.799454212188721 213.7859649658203 1070066.375
5.798048973083496 213.83779907226562 1017977.25
5.7966437339782715 213.88963317871094 938128.3125
5.795238494873047 213.9414825439453 930952.25
5.7938337326049805 213.9933624267578 981463.625
5.792428970336914 214.04525756835938 1060933.875
5.791024208068848 214.09718322753906 1141540.125
5.789619445800781 214.1491241455078 1228008.625
5.788214683532715 214.20111083984375 1319755.625
5.786810398101807 214.25308227539062 1382017.75
5.785406112670898 214.30508422851562 1434157.0
5.78400182723999 214.35711669921875 1499933.625
5.782597541809082 214.40916442871094 1576158.0
5.781193733215332 214.4612274169922 1625213.125
5.779789924621582 214.51332092285156 1644398.5
5.778386116027832 214.56544494628906 1666389.625
5.77698278427124 214.61756896972656 1689047.375
5.77557897567749 214.66973876953125 1692248.375
5.774175643920898 214.72190856933594 1686212.125
5.772772312164307 214.77410888671875 1677300.875
5.771368980407715 214.82632446289062 1705632.25
5.769966125488281 214.87855529785156 1791250.375
5.768563270568848 214.93081665039062 1953157.75
5.767160415649414 214.98309326171875 2176379.75
5.7657575607299805 215.035400390625 2428639.75
5.764355182647705 215.08770751953125 2647510.25
5.7629523277282715 215.1400604248047 2809524.25
5.761549949645996 215.1924285888672 2870731.0
5.760148048400879 215.24481201171875 2812811.5
5.7587456703186035 215.29722595214844 2683572.5
5.757343769073486 215.3496551513672 2517859.75
5.755941867828369 215.40211486816406 2362962.0
5.754539966583252 215.45457458496094 2261849.5
5.753138065338135 215.507080078125 2258864.5
5.751736640930176 215.55958557128906 2360215.0
5.750335216522217 215.61212158203125 2572202.25
5.748933792114258 215.6646728515625 2836703.25
5.747532844543457 215.71725463867188 3153777.25
5.746131420135498 215.76986694335938 3482587.0
5.744730472564697 215.82247924804688 3762114.25
5.7433295249938965 215.8751220703125 3949500.25
5.741928577423096 215.92779541015625 4030660.0
5.740528106689453 215.98046875 4030103.75
5.7391276359558105 216.03317260742188 3947466.25
5.737727165222168 216.0858917236328 3790997.75
5.736326694488525 216.13865661621094 3569220.25
5.734926700592041 216.19142150878906 3325238.0
5.733526706695557 216.2442169189453 3045120.5
5.732126712799072 216.2970428466797 2701561.0
5.730726718902588 216.34986877441406 2334890.25
5.7293267250061035 216.40274047851562 1981982.75
5.727927207946777 216.4556121826172 1655787.5
5.726527690887451 216.5084991455078 1381344.375
5.725128173828125 216.56143188476562 1157518.25
5.723729133605957 216.61436462402344 1004799.1875
5.722329616546631 216.6673583984375 914148.4375
5.720930576324463 216.7203369140625 873521.375
5.719531536102295 216.77333068847656 878449.375
5.718132972717285 216.8263702392578 901908.0
5.716733932495117 216.87942504882812 925004.125
5.715335369110107 216.9324951171875 939507.75
5.713936805725098 216.985595703125 947343.8125
5.712538719177246 217.0386962890625 954376.375
5.711140155792236 217.0918426513672 956535.875
5.709742069244385 217.14500427246094 951453.25
5.708343982696533 217.19818115234375 964254.75
5.70694637298584 217.2513885498047 1009191.5625
5.705548286437988 217.3046112060547 1103428.625
5.704150676727295 217.3578643798828 1285459.5
5.702753067016602 217.4111328125 1532898.375
5.701355457305908 217.46441650390625 1799501.375
5.699958324432373 217.51771545410156 2057457.75
5.69856071472168 217.57106018066406 2232830.0
5.6971635818481445 217.62442016601562 2284963.25
5.695766925811768 217.6777801513672 2214051.5
5.694369792938232 217.731201171875 2046545.25
5.6929731369018555 217.7846221923828 1867986.875
5.6915764808654785 217.83807373046875 1669040.5
5.690179824829102 217.8915252685547 1498549.0
5.688783168792725 217.94500732421875 1395637.125
5.687386989593506 217.99851989746094 1404481.875
5.685990810394287 218.0520477294922 1549853.25
5.684594631195068 218.10560607910156 1852277.75
5.68319845199585 218.15919494628906 2347102.75
5.681802749633789 218.21278381347656 2993978.25
5.6804070472717285 218.2664031982422 3730489.75
5.679011344909668 218.32003784179688 4416763.0
5.677615642547607 218.37371826171875 4886671.0
5.676220417022705 218.42738342285156 5080918.0
5.674825191497803 218.4810791015625 4948833.0
5.6734299659729 218.53482055664062 4559607.0
5.672034740447998 218.5885772705078 4004220.75
5.670639514923096 218.64234924316406 3370849.5
5.669244766235352 218.69613647460938 2760279.0
5.667850017547607 218.74996948242188 2234661.25
5.666455268859863 218.80380249023438 1842326.625
5.665060997009277 218.85765075683594 1584928.875
5.663666725158691 218.9115447998047 1472664.375
5.6622724533081055 218.96543884277344 1510711.5
5.6608781814575195 219.0193634033203 1688344.5
5.659483909606934 219.07333374023438 1902648.75
5.658090114593506 219.12728881835938 2093441.0
5.656696319580078 219.18128967285156 2259315.75
5.65530252456665 219.2353057861328 2328091.0
5.653908729553223 219.2893524169922 2299222.0
5.652515411376953 219.34339904785156 2244072.0
5.651122093200684 219.39749145507812 2247797.5
5.649728775024414 219.4515838623047 2319936.75
5.6483354568481445 219.5057373046875 2406065.75
5.646942615509033 219.5598602294922 2488954.75
5.645549774169922 219.61402893066406 2547820.25
5.6441569328308105 219.66822814941406 2524731.75
5.642764091491699 219.72244262695312 2367331.75
5.641371250152588 219.77670288085938 2088412.625
5.639978885650635 219.83096313476562 1778766.0
5.638586521148682 219.88523864746094 1462773.375
5.6371941566467285 219.93955993652344 1161082.125
5.635802268981934 219.99388122558594 920860.625
5.634410381317139 220.0482177734375 748182.6875
5.633018493652344 220.1025848388672 639098.875
5.631626605987549 220.15699768066406 581474.6875
5.630234718322754 220.21142578125 555444.875
5.628843307495117 220.26585388183594 559518.625
5.6274518966674805 220.3203125 587559.5625
5.626060485839844 220.3748016357422 640284.6875
5.624669075012207 220.4293212890625 694245.1875
5.6232781410217285 220.4838409423828 730055.875
5.62188720703125 220.53839111328125 751672.6875
5.6204962730407715 220.5929718017578 748751.9375
5.619105339050293 220.6475830078125 727258.6875
5.617714881896973 220.7021942138672 693646.875
5.616324424743652 220.75682067871094 652302.375
5.614933967590332 220.81149291992188 612130.0
5.613543510437012 220.86619567871094 603911.4375
5.61215353012085 220.9208984375 629171.8125
5.610763072967529 220.97564697265625 677021.9375
5.609373092651367 221.0303955078125 772933.1875
5.607983589172363 221.0851593017578 873225.5625
5.606593608856201 221.13998413085938 949995.6875
5.605204105377197 221.19479370117188 988522.0
5.603814601898193 221.24964904785156 975411.125
5.6024250984191895 221.3045196533203 912237.5625
5.601036071777344 221.35939025878906 812018.8125
5.59964656829834 221.41432189941406 709098.75
5.598257541656494 221.46926879882812 621857.125
5.596868515014648 221.52423095703125 556644.25
5.595479965209961 221.57920837402344 513091.75
5.594090938568115 221.63421630859375 491266.875
5.592702388763428 221.68923950195312 500219.1875
5.59131383895874 221.7443084716797 511868.34375
5.589925765991211 221.79937744140625 513878.9375
5.588537216186523 221.85446166992188 513471.78125
5.587149143218994 221.9095916748047 528374.25
5.585761070251465 221.96473693847656 570636.1875
5.584373474121094 222.01988220214844 653036.875
5.5829854011535645 222.07508850097656 774719.8125
5.581597805023193 222.1302947998047 914893.5
5.580210208892822 222.18553161621094 1049417.625
5.578822612762451 222.2407989501953 1139361.625
5.577435493469238 222.2960662841797 1187210.0
5.576048374176025 222.3513641357422 1191934.25
5.5746612548828125 222.4066925048828 1171027.625
5.5732741355896 222.46205139160156 1124314.375
5.571887016296387 222.51742553710938 1054162.5
5.570500373840332 222.5728302001953 984759.9375
5.569113731384277 222.62823486328125 910184.375
5.567727088928223 222.68368530273438 842388.1875
5.566340446472168 222.73915100097656 788935.625
5.5649542808532715 222.7946319580078 736545.8125
5.563568115234375 222.85015869140625 704763.4375
5.5621819496154785 222.9056854248047 713264.8125
5.56079626083374 222.9612274169922 758035.1875
5.559410095214844 223.01683044433594 872545.5
5.5580244064331055 223.07241821289062 1073089.125
5.556638717651367 223.1280517578125 1322580.5
5.555253028869629 223.1837158203125 1557784.625
5.553867816925049 223.2393798828125 1753149.625
5.552482604980469 223.29505920410156 1851370.375
5.551097393035889 223.3507843017578 1815943.0
5.549712181091309 223.40652465820312 1699220.375
5.548327445983887 223.46229553222656 1503299.375
5.546942234039307 223.51809692382812 1281446.75
5.545557498931885 223.57391357421875 1092075.625
5.544173240661621 223.62973022460938 929704.75
5.542788505554199 223.6855926513672 828305.3125
5.5414042472839355 223.74147033691406 782536.5
5.540019989013672 223.79737854003906 789699.6875
